Identifiant,Date de dernière modification,Nom,Label,Label Net-Public,Demande de labellisation Net-Public,Site Web,N° et libellé de voie,Code Insee commune,Code postal,Localité,Téléphone,Email,Latitude,Longitude,Précision,Personne à contacter,Services proposés,Nombre d'animateurs,Numéro DUI,Photo,Statut,Autre label,N° et libellé de voie,Horaires d'ouverture,Entrée - Accès [Accessibilité],Équipement,Entrée - Ouverture de porte [Accessibilité],Entrée - Obstacle à la porte d'entrée [Accessibilité],Circulation - Circulation dans les allées [Accessibilité],Circulation - Accès en fauteuil dans tout le lieu [Accessibilité],Circulation - Ascenseurs (dimensions) [Accessibilité],Services et équipements - Sanitaires [Accessibilité],Services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité],Services et équipements - Personnel initié à la langue des signes [Accessibilité],Extérieur - Place de parking réservée [Accessibilité],Extérieur - Places GIC/GIR à proximité [Accessibilité],Extérieur - Transports accessibles à proximité [Accessibilité],Tarif,Photo,Photo,Photo,N° et libellé de voie,Code Insee commune,Code postal,Localité,N° et libellé de voie,Circulation - Signalétique adaptée [Accessibilité],Services et équipements - Hauteur adaptée des comptoirs / guichets [Accessibilité],services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité],Services et équipements - Place réservée au PMR [Accessibilité],Extérieur - Enseigne suffisamment lisible et visible [Accessibilité],Spécificité territoriale,Circulation - Ascenseurs (adaptations) [Accessibilité],Photo,Photo,Photo,Photo,Photo,Flux d'actualité,Courriel,Horaires initiations et ateliers,Entrée - Accès contrôlé [Accessibilité],Circulation - Escaliers [Accessibilité],Services et équipements - Visites adaptées aux personnes ayant une déficience [Accessibilité],Entrée - Largeur de porte en cm [Accessibilité],Circulation - Guidage [Accessibilité],Blog,Extérieur - Trottoirs (Obstacles) [Accessibilité],"Entrée - En cas de présence d'une marche, préciser sa hauteur en cm [Accessibilité]","Rue, Voie, Chemin","Rue, Voie, Chemin",Fédération Nationale de Sport Numérique,Ateliers,Espace Public Numérique (EPN des Yvelines),Commentaire,Intitulé,Autre Site Web,Texte long,N° et libellé de voie,N° et libellé de voie,Code Insee commune,Code postal,Localité,Site Web2,Vidéo,Circulation - Plan du lieu [Accessibilité],NETPUBLIC,Site Web de Formation ORDIDACTIC60,Vidéo,Visio-accueil Pôle-Emploi,Le blog de la médiathèque,Fax,Ce flux présente les actualités locales de l'Espace Informatique Cyber-base®,Ce flux affiche les programmes des ateliers qui sont planifiés à l'Espace Informatique Cyber-base®,Services proposés,Villes Internet,Accueil de jeunes,Accueil de seniors,Organisation d'évènements,Centre d'Animation des Portes Ferrées,Personne à contacter,Image,N° et libellé de voie,Mission
58A,,Bibliothèque Johel Coutura,EPN,Bibliothèque,,http://bm.blaye.net,27 cours de la République,58,33390,Blaye,05 57 42 23 58,bibliotheque@blaye.net,,,,Hervé Dufosset,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58C,,Amicale laïque – Section Informatique,INI,Informatique,,al.blaye.free.fr,Ecole Vallaeys – 7 cours Vauban,58,33390,Blaye,06 20 48 30 64,lionel.wintersheim@free.fr,,,,Lionel Wintersheim,,,,,,,,Du Mardi au Samedi : 14H-18H,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401a4de77fe55ff00059e,14/02/2012,Bibliothèque des Capucins,,0,0,,10-12 place des Capucins,33063,33000,BORDEAUX,+33 5 56 91 18 79,,44.830082,-0.567113,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,9935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401a4de77fe55ff00059d,14/02/2012,Bibliothèque de Bacalan,,0,0,,196 rue Achard,33063,33000,BORDEAUX,+33 5 56 50 87 02,,44.87287,-0.546607,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,9934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401a5de77fe55ff0005a7,14/02/2012,Bibliothèque Jardin Public,,0,0,,Terrasse du Jardin Public,33063,33000,BORDEAUX,+33 5 56 81 38 91,,44.85933,-0.571217,6,,"Accompagnement individuel
Initiation Internet et multimédia",1,9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401a5de77fe55ff0005a6,14/02/2012,Bibliothèque du Grand Parc,,0,0,,34 rue Pierre Trébod,33063,33000,BORDEAUX,+33 5 56 50 28 35,,44.85643,-0.583114,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,9947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401bdde77fe55ff0007a6,14/02/2012,Cyber-base Justice UEAJ Bordeaux,Cyber-base,1,0,http://bordeauxpjj.cyber-base.org/cyberbase/afficheInfosMinisite.do?idSiteMinisite=1074,88 bis rue François de Sourdis,33063,33000,BORDEAUX,+33 5 56 51 81 42,cae-bordeaux-sourdis@justice.fr,44.832949,-0.588028,8,"Dominique DESHORS
Patrick DECOLLAS","Accompagnement individuel
Initiation Internet et multimédia
Pratiques culturelles, création artistique 
Recherche d'emploi sur Internet",1,10502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340175de77fe55ff00011c,14/02/2012,Atelier informatique municipal Mairie de Bordeaux,,0,0,http://www.bordeaux.fr./,17 rue Causserouge,33063,33000,BORDEAUX,+33 5 57 59 09 90,d.penicaut@mairie-bordeaux.fr,44.833155,-0.570668,8,Daniel PENICAUT,"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Démarches administratives",3,8631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401c3de77fe55ff00082d,14/02/2012,Maison de l'Emploi de Bordeaux nord,Cyber-base,1,0,,29 rue Robert Caumont Batiment U Les Bureaux du lac 2 33300 Bordeaux,33063,33000,BORDEAUX,+33 5 47 79 80 80,p.sigalo@emploi-bordeaux.fr,44.855784,-0.585019,4,Philippe Sigalo Santos,Recherche d'emploi sur Internet,1,10645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340188de77fe55ff00030a,14/02/2012,Bibliothèque Mériadeck,Cyber-base,1,0,http://bmbordeaux.cyber-base.org/,85 cours du Maréchal Juin,33063,33000,BORDEAUX,+33 5 56 10 30 00,y.bourion@cyber-base.org,44.835075,-0.586535,8,BOURION  Yoann,"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives",4,9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401e2de77fe55ff000b00,14/02/2012,Centre information jeunesse Aquitaine,Point Cyb,1,0,http://www.info-jeune.net/,125 cours Alsace Lorraine,33063,33000,BORDEAUX,+33 5 56 56 00 41,cija@cija.net,44.837381,-0.575865,8,Daniel AUCLERT,"Accompagnement individuel
Initiation Internet et multimédia",1,4867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401f2de77fe55ff000c78,14/02/2012,Cyber-Braille UNADEV,,0,0,http://www.unadev.com/,"12, Rue de Cursol",33063,33000,BORDEAUX,+33 5 56 33 85 85,unadev@unadev.com,44.83497,-0.576039,8,"M. Fagour
Mme Guirmand","Accompagnement individuel
Initiation Internet et multimédia",1,5770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401dade77fe55ff000a3d,14/02/2012,Centre social Bordeaux Nord,,0,0,http://www.csbn.org/,"58, rue Joséphine",33063,33300,BORDEAUX,+33 5 56 39 46 72,epn@csbn.org,44.860158,-0.562318,8,Jean Philippe LASFARGUES,,,4331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401ddde77fe55ff000a7a,14/02/2012,Amicale laïque Dupaty,,1,0,,"81, avenue Bourbon",33063,33300,BORDEAUX,+33 5 56 39 14 48,aldupaty@cegetel.net,44.86226,-0.558875,8,Tristan ESTELLER,"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives",1,4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aede77fe55ff000685,14/02/2012,Centre Social du Grand Parc,,0,0,,44 place de l'Europe,33063,33300,BORDEAUX,+33 5 56 50 38 22,csgrandparc@wanadoo.fr,44.860347,-0.579691,7,,"Accompagnement individuel
Initiation Internet et multimédia",1,10187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aede77fe55ff000686,14/02/2012,Bibliothèque Le Lac,,0,0,,2 Place Ginette Neveu,33063,33300,BORDEAUX,+33 5 56 50 97 95,,44.855784,-0.585019,4,,"Accompagnement individuel
Initiation Internet et multimédia",1,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340230de77fe55ff00119e,14/02/2012,Clicplanete,,0,0,,"38, cours de l'Yser",33063,33800,BORDEAUX,+33 5 56 91 19 62,clicplanete@wanadoo.fr,44.828381,-0.568629,8,Rabah KHOUYA,,,7912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401abde77fe55ff000664,14/02/2012,Bibliothèque Son Tay,,0,0,,40 rue Laffiteau,33063,33800,BORDEAUX,+33 5 56 85 60 13,,44.824666,-0.55153,7,,"Accompagnement individuel
Initiation Internet et multimédia",1,10154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340208de77fe55ff000e6a,14/02/2012,Informatique Libre,,0,0,http://informatiquelibre.org/,43bis rue de bègles,33063,33800,BORDEAUX,+33 892 10 91 87,informatique.libre@laposte.net,44.827427,-0.56764,8,"Thierry FERON
Laurent POLFLIET",,,6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401e3de77fe55ff000b07,14/02/2012,ECM Rock School Barbey,,1,0,http://www.barbey.fr/,"18, Cours Barbey",33063,33800,BORDEAUX,+33 5 56 33 66 00,barbey-pad@alantel.fr,44.827093,-0.563517,8,"Vincent CAUDRY, Nicolas RABILLER",,,4879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401acde77fe55ff000665,14/02/2012,Centre social et culturel Bordeaux Sud,,0,0,http://www.centres-animation.asso.fr/,3 rue du Professeur Princeteau,33063,33800,BORDEAUX,+33 5 56 85 76 96,ca.bordeauxsud@centres-animation.asso.fr,44.818297,-0.549549,6,,"Accompagnement individuel
Initiation Internet et multimédia",1,10155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63K,,Rock School Barbey,EPN,Culture,,,18 cours Barbey,63,33000,Bordeaux,05 56 33 66 00,ecm@rockschool-barbey.com,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63O,,Mission locale Bordeaux Avenir Jeunes,PAPI,Emploi-Formation,,,14 Cours Pasteur,63,33000,Bordeaux,05 56 79 97 20,mlbrdx@wanadoo.fr,,,,,,,,,,,,"mardi : 9h30-11h30/15h-18h, mercredi : 14h-19h, jeudi : 16h-19h, vendredi : 15h-18h",,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63T,,Maison de quartier Jeunes Saint Augustin,PAPI,EducPop,,,9 Allée des Peupliers,63,33000,Bordeaux,05 56 98 45 05,,,,,,,,,,,,,lundi : 14h-18h mardi/vendredi : 8h30-12/14h-18h  jeudi  : 8h30-12h/14h-19h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63Q,,Centre social du Grand parc,PAPI,EducPop,,,44 Place de l'Europe,63,33300,Bordeaux,05 56 50 38 22,csgrandparc.direction@wanadoo.fr ,,,,,,,,,,,,mardi/jeudi/vendredi : 14h-18h mercredi : 10h-12h/14h-18h30 samedi : 10h-13h (+ initiation aux tic le vendredi 10h-12h sur inscription),,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63H,,UNADEV Cyberbraille,EPN,EducPop,,,12 rue de Cursol,63,33000,Bordeaux,05 56 33 85 85,b.fagour@unadev.com,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63B,,CIJA - Centre Information Jeunesse Aquitaine,EPN,Jeunesse,,www.info-jeune.com,125 Cours Alsace Lorraine,63,33000,Bordeaux,05 56 56 00 41,cija@cija.net,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63P,,Centre d'Animation Monséjour,PAPI,EducPop,,,Rue François Coppée,63,33200,Bordeaux,05 56 97 58 10,,,,,,,,,,,,,"merc : 15 à 18h, jeudi : 17 à 19h, sam : 10 à 12h",,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63L,,Atelier du Pôle – Brach Rive gauche,EPN,EducPop,,www.bordeaux.fr,33 rue de Brach,63,33000,Bordeaux,05 56 79 73 44,polesenior@mairie-bordeaux.fr ,,,,,,,,,,,,Mardi/Jeudi : 14h-18h30  Mercredi : 9h-12h30/14h-18h30 Samedi : 9h-12h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63J,,FJT Jacques Ellul,EPN,EducPop,,pagesperso-orange.fr/fpt-ellul/,Rue Jean Descas,63,33000,Bordeaux,05 56 48 70 30,fpt-ellul.anim@wanadoo.fr,,,,,,,,,,,,"Mardi : 16h30-18h30, merc : 14-18h30, jeudi : 17 à 18h, samedi : 10 à 12h30",,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63C,,Centre Social et Culturel Saint Pierre,EPN,EducPop,,www.ecm-bordeaux.com,4 Rue du Mulet,63,33000,Bordeaux,05 56 48 16 39,castpierre@cebtres-animation.asso.fr,,,,,,,,,,,,"mardi, jeudi, vend : 15h30-18, merc : 15-18, samedi 9h30-12",,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63R,,Centre Social et Culturel Bordeaux Sud,PAPI,EducPop,,,3 Rue du Professeur Princeteau,63,33800,Bordeaux,05 56 85 76 96,csc.bordeauxsud@centres-animation.asso.fr,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63F,,MJC cl2v,EPN,EducPop,,,392 Cours Pasteur,63,33200,Bordeaux,05 56 97 40 00,mjc.cl2v@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63I,,Atelier informatique municipal,EPN,Informatique,,,17 rue Causserouge,63,33000,Bordeaux,05 57 59 09 90,atelier.informatique@mairie-bordeaux.fr,,,,Daniel Pénicaut,,,,,,,,Mardi/vendredi : 9h-12h Mercredi : 13h-16h30,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63D,,Centre social Bordeaux Nord,EPN,EducPop,,,58 rue Joséphine,63,33300,Bordeaux,05 56 39 46 72,contact@csbn.org ,,,,,,,,,,,,Lundi au jeudi : 14h-19h Samedi : 9h-12h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63M,,Atelier du Pôle – Giono Rive droite,EPN,EducPop,,www.bordeaux.fr,13 Allée Jean Giono,63,33100,Bordeaux,05 56 86 89 41,polesenior@mairie-bordeaux.fr ,,,,,,,,,,,,Mardi/vendredi : 16h-19h mercredi : 14h-19h Samedi 14-18h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63E,,Amicale Laïque Dupaty,EPN,EducPop,,,81 Rue Bourbon,63,33300,Bordeaux,05 56 39 14 48,alsecr@cegetel.net,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63S,,Maison de quartier Chantecler,INI,EducPop,,www.maisondequartierchantecler.co,2 Impasse Sainte Elisabeth,63,33000,Bordeaux,05 57 87 02 57,maisondequartier.chantecler@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aade77fe55ff000636,14/02/2012,Médiathèque,,0,0,http://arpel.aquitaine.fr/spip.php?article10482,Parc municipal de Vialle,33065,33270,BOULIAC,+33 5 56 20 94 04,bibliothequemairiebouliac@wanadoo.fr,44.815746,-0.503245,4,Anne-Marie Kleine,"Accompagnement individuel
Initiation Internet et multimédia",1,10098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401b1de77fe55ff0006d1,10/10/2012,Espace Cyber-base de Bourg en Gironde à la Maison des Services au Public,Cyber-base,1,0,http://www.bourg-en-gironde.fr/,8 au Mas,33067,33710,BOURG,+33 5 57 94 06 88,cyber@bourg-en-gironde.fr,45.0430606131,-0.559436485549,9,Laurent ROBIN/Thierry DUPUY,"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives
Vie quotidienne (achats, loisirs, …)
Outils et usages mobiles (smartphones, tablettes, applications)
Accueil de handicapés
Accueil de jeunes
Accueil de seniors
Accompagnement d'associations
Accompagnement de PME/TPE",2,10272,,,,,"lundi de 15:00 à 18:00
mardi de 10:00 à 12:00
  de 15:00 à 18:00
mercredi de 10:00 à 12:00
  de 15:00 à 18:00
jeudi de 10:00 à 12:00
  de 15:00 à 18:00
vendredi de 10:00 à 12:00
  de 15:00 à 18:00

samedi de 10:00 à 13:00",Plain-pied,"- 6 ordinateurs MAC OS X & Windows XP
- 1 ordinateur Windows VISTA, Windows 7 & UBUNTU
- Imprimante laser couleur/Scanner",Manuelle,,Aisée,Total,,Aménagés,,0,1,,,Gratuit,,,,,,,,,1,,,0,1,,,,,,,,,,,,,,,Visuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67A,,Maison des services au public,PAPI,Services publics,,http://www.bourg-en-gironde.fr/Main.aspx?numStructure=39924&numRubrique=33485,,67,33710,Bourg,05 57 94 06 80,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68A,,Mairie,PAPI,Services publics,,,Bourg,68,33113,Bourideys,05 56 25 71 57,mairie.bourideys@orange.fr,,,,,,,,,,,,mercredi : 14h30-18h  jeudi/vendredi : 14h-17h30,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70A,,Bibliothèque municipale,PAPI,Bibliothèque,,,,70,33480,Brach,,,,,,,,,,,,,,"Lundi 14h-18h Mardi, mercredi, jeudi 9h-12h30 / 13h30-18h Vendredi 9h-12h30 /13h30-16h",,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73A,,Foyer d'Animation rural,PAPI,EducPop,,http://www.mairie-braud.com,"36, avenue de la République",73,33820,Braud-et-Saint-Louis,05 57 42 61 00 (mairie),,,,,,,,,,,,,Mercredi Vendredi et samedi : 14h-19h,,,,,,,,,,,,,,Payant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340230de77fe55ff00119f,14/02/2012,MJC de Bruges,,0,0,,68 avenue de Verdun,33075,33520,BRUGES,+33 5 56 28 24 32,mjcbruges@wanadoo.fr,44.885223,-0.62074,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401f4de77fe55ff000ca0,14/02/2012,B.I.J. de Bruges,,0,0,,"10, av des Martyrs de la résistance",33075,33520,BRUGES,+33 5 56 16 17 96,e-bij@mairie-bruges.fr,44.880963,-0.612314,8,Loic DUTOUR,"Accompagnement individuel
Initiation Internet et multimédia",1,5823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75C,,Mairie annexe,PAPI,Services publics,,,21 Avenue Jean Jaurès,75,33520,Bruges,05 56 16 64 90,floquiet@mairie-bruges.fr,,,,,,,,,,,,Mardi/jeudi :16h-18h mercredi :10h30-12h30/15h-19h Vendredi : 16h-19h samedi :10h30-12h30/15h-18h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75B,,MJC,PAPI,EducPop,,www.mjcbruges.com ,rue Jules Ladoumegue,75,33520,Bruges,05 56 28 24 32,mjcbruges@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401a9de77fe55ff00061f,14/02/2012,PIJ,,0,0,,27 rue du moulin noir,33080,33140,CADAUJAC,+33 5 57 83 82 00,pij.cadaujac@wanadoo.fr,44.755777,-0.530338,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340230de77fe55ff00119b,14/02/2012,Mission locale des deux rives,Point Cyb,1,0,http://www.luzine.com/,"14/16, route de Branne",33081,33410,CADILLAC,+33 5 57 98 02 98,contact@ml2r.com,44.636123,-0.318522,8,Alex MASCI,,,7908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340237de77fe55ff001237,14/02/2012,Bibliothèque municipale,,0,0,,Mairie,33085,33360,CAMBLANES ET MEYNAC,+33 5 57 97 16 90,alivreouvert@club-internet.fr,44.765431,-0.480123,4,,,,7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340230de77fe55ff001199,14/02/2012,Médiathèque de Canéjan,,0,0,,La House,33090,33610,CANEJAN,+33 5 56 89 38 07,mediatheque@canejan.fr,44.753419,-0.644891,6,,,,7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aede77fe55ff000683,14/02/2012,Le spot,,0,0,,Chemin des Peyrères Mairie,33090,33610,CANEJAN,+33 5 56 75 06 32,,44.757274,-0.652671,4,,"Accompagnement individuel
Initiation Internet et multimédia",1,10185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90B,,Espace mosaïque,EPN,Services publics,,www.canejan.fr/acces-internet.asp,Bourg,90,33610,Canéjan,05 56 89 96 76,,,,,,,,,,,,,Mardi 15h-18h30 Mercredi 9h30-12h & 14h-17h30 Vendredi 9h30-12h & 15h-17h30 Samedi 9h30-12h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90C,,PIJ,PAPI,Jeunesse,,www.canejan.fr,Chemin de la House,90,33610,Canéjan,05 56 75 06 32,spot@canejan.fr,,,,Sandrine Villetorte,,,,,,,,"Lundi, mardi, jeudi, vendredi : 12h-14h /17h-19h Mercredi 16h30-19h (périodes scolaires)",,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
