TYPE,CATEGORIE,RAISON_SOCIALE,ADRESSE,ADRESSE_SUITE,CODE_POSTAL,COMMUNE,TEL__INFORMATIONS,SITE_WEB,LABEL,CLASSEMENT_LABEL,THEMES_LABEL,TOURISME_ET_HANDICAP,LONGITUDE,LATITUDE
Chambres d'hôtes,Non classé,Château Pierre de Montignac,1 route de Montignac,,33340,CIVRAC-EN-MEDOC,+33 5 56 41 58 93;+33 5 56 81 54 23,www.pierredemontignac.com,Gîtes de France,2 épis (Gîtes de France),Gîtes Bébé,,-0.898956,45.337822
Chambres d'hôtes,Non classé,Château Miquelet,EARL Miquelet,,33230,COUTRAS,+33 5 57 49 17 99,www.chambre-miquelet.fr.nr,Gîtes de France,2 épis (Gîtes de France),Gîtes Bébé,,-0.126096,45.06572
Chambres d'hôtes,Non classé,Domaine de la Grande Métairie,,,33230,COUTRAS,+33 5 57 49 13 00,,Gîtes de France,1 épi (Gîtes de France),,,-0.130282,45.041046
Chambres d'hôtes,Non classé,Le Baudou,,,33230,COUTRAS,+33 5 57 49 16 33,www.chateaulebaudou.com,Gîtes de France,3 épis (Gîtes de France),Charme Gîtes de France;Gîtes Bébé,,-0.118323,45.056057
Chambres d'hôtes,Non classé,Domaine de la Gravette,,,33620,CUBNEZAIS,+33 5 57 68 72 47,http://pagesperso-orange.fr/lagravette,Gîtes de France,2 épis (Gîtes de France),,,-0.361745,45.107124
Chambres d'hôtes,Non classé,L'Echappée Belle,1 Barbot,,33410,DONZAC,+33 5 56 81 54 23,www.echappeebelle-nature.com,Gîtes de France,3 épis (Gîtes de France),Gîte écocitoyen;Gîtes et Vélo,,-0.2552694,44.647034
Chambres d'hôtes,Non classé,Aux Trois Fontaines,27 La Beysse,,33220,EYNESSE,+33 5 57 41 02 28,www.auxtroisfontaines.com,Gîtes de France,3 épis (Gîtes de France),Gîtes et Cheval,,0.210936,44.81743
Chambres d'hôtes,Non classé,Château l'Haur du Chay,25 chemin du chay,,33390,FOURS,+33 5 57 32 94 43,www.chateau-haur-du-chay.com,Gîtes de France,3 épis (Gîtes de France),Gîtes de France vignoble;Gîtes Bébé;Gîtes et Vélo,,-0.63244,45.167767
Chambres d'hôtes,Non classé,Le Bassin du Tertre,3 chemin du Tertre de Sauzet,,33126,FRONSAC,+33 5 57 49 42 18,www.lebassindutertre.com,Gîtes de France,2 épis (Gîtes de France),,,-0.2679687,44.926212
Chambres d'hôtes,Non classé,Le Clos d'Iris,1 rue du Général de Gaulle,,33126,FRONSAC,+33 5 56 81 54 23;+33 5 57 24 44 02;+33 5 57 55 40 14,www.gites-de-france-gironde.com/chambre-hotes-fronsac-2-epis-libournais-pradeau-33308.html,Gîtes de France,2 épis (Gîtes de France),,,-0.2707459,44.923668
Chambres d'hôtes,Non classé,Loiseau des Berges,Loiseau,,33126,FRONSAC,+33 5 56 81 54 23;+33 5 57 25 51 11,www.gites33.fr;www.loiseaudesberges.com,Gîtes de France,3 épis (Gîtes de France),City break Confort;Gîtes Bébé,,-0.2436146,44.920933
Chambres d'hôtes,Non classé,Chambres d'hôtes Evrard Salinie ,12-14 Le Bourg,,33340,GAILLAN-EN-MEDOC,+33 5 56 81 54 23,,Gîtes de France,3 épis (Gîtes de France),,,-0.955493,45.32456
Chambres d'hôtes,Non classé,Cabirol,,,33430,GAJAC-DE-BAZAS,+33 5 56 25 15 29,www.cabirol.fr,Gîtes de France,3 épis (Gîtes de France),Gîtes Bébé,,-0.203976,44.408295
Chambres d'hôtes,Non classé,Château La Croix de Roche,17 route de Marze,,33133,GALGON,+33 5 57 84 38 52;+33 5 56 81 54 23,www.vins-maurin-delmas.com,Gîtes de France,3 épis (Gîtes de France),Gîtes Bébé,,-0.275265,44.991947
Chambres d'hôtes,Non classé,Domaine du Bouchon,Catalot,,33430,GANS,+33 5 56 65 11 97,,Gîtes de France,3 épis (Gîtes de France),Gîtes et Vélo,,-0.14661,44.45565
Chambres d'hôtes,Non classé,Château Galot La Chapelle,111 Tourtirac,,33350,GARDEGAN-ET-TOURTIRAC,+33 5 57 47 99 26,http://perso.orange.fr/chateau.galot,Gîtes de France,3 épis (Gîtes de France),,,-0.047323,44.84318
Chambres d'hôtes,Non classé,Au Domaine du Chai,1894 route de Moulon,,33420,GENISSAC,+33 5 57 24 84 45,www.audomaineduchai.com,Gîtes de France,3 épis (Gîtes de France),Gîtes Bébé,,-0.253754,44.85381
Chambres d'hôtes,Non classé,Les Anthemis,89 route des Lacs,,33470,GUJAN-MESTRAS,+33 5 56 66 28 95;+33 5 56 81 54 23,,Gîtes de France,2 épis (Gîtes de France),Gîtes Bébé,,-1.110242,44.628998
Chambres d'hôtes,Non classé,Chambres d'hôtes Villard ,Cartignac,,33990,HOURTIN,+33 5 56 09 22 63,,Gîtes de France,2 épis (Gîtes de France),,,-1.076874,45.207237
Chambres d'hôtes,Non classé,La Vigne Reine,1 Le Mouréou,,33720,ILLATS,+33 5 56 27 14 33,www.lavignereine.com,Gîtes de France,3 épis (Gîtes de France),Taste vin;Gîtes Bébé,,-0.348651,44.611576
Chambres d'hôtes,Non classé,Les Trois Bordieux,73 avenue des Prades,,33450,IZON,+33 5 57 74 75 79,www.les3bordieux.com,Gîtes de France,3 épis (Gîtes de France),,,-0.392191,44.91011
Chambres d'hôtes,Non classé,Chambres d'hôtes Martinez ,2 chemin de la Hille,Noaillac,33590,JAU-DIGNAC-ET-LOIRAC,+33 5 56 73 97 25,,Gîtes de France,3 épis (Gîtes de France),Gîtes et Vélo,,-0.995276,45.40497
Chambres d'hôtes,Non classé,Domaine des Sources,35 Labrie,,33420,JUGAZAN,+33 5 57 84 76 10,www.les-sources.fr,Gîtes de France,3 épis (Gîtes de France),Gîtes et Vélo,,-0.16,44.78
Chambres d'hôtes,Non classé,Sérénité,350 chemin de Faugère,,33240,LA LANDE-DE-FRONSAC,+33 5 56 81 54 23,www.gites33.fr,Gîtes de France,3 épis (Gîtes de France),Bienvenue aux motards,,-0.3925392,44.98175
Chambres d'hôtes,Non classé,Les Galantes,4 rue Bellots des Minières,,33190,LA REOLE,+33 5 56 71 32 41,www.les-galantes.com,Gîtes de France,3 épis (Gîtes de France),,,-0.0392614,44.581444
Chambres d'hôtes,Non classé,Campbellii,32 rue du Baron,,33210,LANGON,+33 5 24 22 60 60;+33 5 56 81 54 23,www.campbellii33.net,Gîtes de France,3 épis (Gîtes de France),Gîtes Bébé;Séjour bien-être;Bienvenue aux motards;Gîtes Côté Jardin,,-0.243959,44.552116
Chambres d'hôtes,Non classé,Les Androns,7 les Androns,,33710,LANSAC,+33 5 57 68 31 92;+33 9 60 14 84 25,www.wix.com/anydelle33/chambresdhotes,Gîtes de France,3 épis (Gîtes de France),,,-0.523382,45.071335
Chambres d'hôtes,Non classé,Chambres d'hôtes La Gabaye,2 La Glaive,,33620,LAPOUYADE,+33 5 57 49 42 09,http://perso.orange.fr/ferme-auberge-bonnet,Gîtes de France,3 épis (Gîtes de France),Gîtes Bébé,,-0.274675,45.124077
Chambres d'hôtes,Non classé,La Caussade,426 rue Jean-Jacques Rousseau,,33290,LE PIAN-MEDOC,+33 5 56 35 07 47,,Gîtes de France,2 épis (Gîtes de France),Gîtes Bébé,,-0.656064,44.95649
Chambres d'hôtes,Non classé,Château Rouaud,17 Grande Rue,,33490,LE PIAN-SUR-GARONNE,+33 5 56 76 41 69,,Gîtes de France,2 épis (Gîtes de France),,,-0.21,44.58
Chambres d'hôtes,Non classé,Le Clos d'Ignac,9 ter avenue de la Mairie,Lège,33950,LEGE-CAP FERRET,+33 5 56 60 84 05;+33 5 56 81 54 23,www.leclosdignac.fr,Gîtes de France,4 épis (Gîtes de France),Gîtes Bébé,,-1.2102823,44.725166
Chambres d'hôtes,Non classé,Chez Karen,26 avenue Nord de la Pointe,Cap Ferret,33970,LEGE-CAP-FERRET,+33 6 11 89 11 54,www.chez-karen.com,Gîtes de France,3 épis (Gîtes de France),Gîtes Bébé;Gîtes et Vélo,,-1.248284,44.629185
Chambres d'hôtes,Non classé,Chambres d'hôtes Soulard ,15 Rolland,,33230,LES PEINTURES,+33 5 57 49 19 96,,Gîtes de France,1 épi (Gîtes de France),,,-0.097562,45.06873
Chambres d'hôtes,Non classé,Château Cap Léon Veyrin,,,33480,LISTRAC-MEDOC,+33 5 56 58 07 28,,Gîtes de France,3 épis (Gîtes de France),Gîtes de France vignoble,,-0.79,45.08
Chambres d'hôtes,Non classé,Château de la Vieille Chapelle,4 La Chapelle,,33240,LUGON-ET-L'ILE-DU-CARNEY,+33 5 57 84 48 65,www.chateau-de-la-vieille-chapelle.com,Gîtes de France,3 épis (Gîtes de France),Gîtes de France vignoble;Gîtes Bébé,Handicap auditif;Handicap mental;Handicap moteur;Handicap visuel,-0.3814609,44.94283
Chambres d'hôtes,Non classé,Chambres d'hôtes Chaignaud ,Lafleur Terrien,,33570,LUSSAC,+33 5 57 74 63 88,,Gîtes de France,2 épis (Gîtes de France),,,-0.08942,44.96316
Chambres d'hôtes,Non classé,La Tour du Sorbey,Le Sorbey Sud 2,,33580,MONSEGUR,+33 5 56 61 83 32;+33 5 56 81 54 23,,Gîtes de France,3 épis (Gîtes de France),Gîtes Bébé,,0.08,44.65
Chambres d'hôtes,Non classé,Edaine du Parc des Vignes de Bordeaux,72 route de Sorbède,,33450,MONTUSSAN,+33 5 56 81 54 23,www.gites33.fr;www.edaine-parc-des-vignes-de-bordeaux.com,Gîtes de France,2 épis (Gîtes de France),Bienvenue aux motards,,-0.4168416,44.894814
