TYPE,CATEGORIE,RAISON_SOCIALE,ADRESSE,ADRESSE_SUITE,CODE_POSTAL,COMMUNE,TEL__INFORMATIONS,SITE_WEB,CHAINES,CLASSEMENT_LOGIS,LABELS,TOURISME_ET_HANDICAP,LONGITUDE,LATITUDE
Hôtel - Restaurant,Non classé,Hôtel Atlantis,1 rue Euler,Parc Château Rouquey,33700,MERIGNAC,+33 5 56 34 39 99,www.atlantis-hotel.fr,,,,,-0.686794,44.839134
Hôtel - Restaurant,Non classé,Hôtel Aérogril,101 avenue J.F. Kennedy,,33700,MERIGNAC,+33 5 56 47 60 52,www.aerogril.com,,,,,-0.671675,44.8345
Hôtel,Non classé,Château Pey Berland,5 route de la Fontaine,,33480,MOULIS-EN-MEDOC,+33 5 57 88 57 30,www.peyberland.com,,,,,-0.7734,45.0592
Hôtel - Restaurant,Non classé,Hôtel 3B,66 avenue de la Libération,,33440,AMBARES-ET-LAGRAVE,+33 5 57 30 63 63,,,,,,-0.47403,44.929672
Hôtel,2 étoiles,Hôtel La Belle Vie,20 avenue Thiers,,33510,ANDERNOS-LES-BAINS,+33 5 56 82 02 10,www.la-belle-vie-hotel.com,,,,,-1.095265,44.741154
Hôtel,Non classé,Hôtel de la Côte d'Argent,180 boulevard de la République,,33510,ANDERNOS-LES-BAINS,+33 5 56 03 98 58,www.hoteldelacotedargent.com,,,,,-1.0957429,44.740677
Hôtel - Restaurant,2 étoiles,Hôtel l'Océane,Avenue Franck Cazenave,,33510,ANDERNOS-LES-BAINS,+33 5 56 26 12 12;+33 4 92 28 38 48,www.franceloc.fr,,,,,-1.0894473,44.73184
Hôtel - Restaurant,Non classé,Hôtel de l'Etoile,13 place de l'Etoile,,33510,ANDERNOS-LES-BAINS,+33 5 56 82 00 29,http://tourisme.andernoslesbains.fr/hebergement/302-ou-dormir/1-hotels/4-hotaqu03301v3e8d.html,,,,,-1.0819162,44.73022
Hôtel,2 étoiles,Hôtel La Pergola,40 cours Lamarque de Plaisance,,33120,ARCACHON,+33 5 56 83 07 89,www.hotel-lapergola.net,,,,,-1.17202,44.661224
Hôtel,2 étoiles,Hôtel Le Novel,24 avenue du Général de Gaulle,,33120,ARCACHON,+33 5 56 83 40 11,www.hotel-lenovel.com,,,,,-1.164866,44.660446
Hôtel,2 étoiles,Hôtel Les Mimosas,77 avenue de la République,,33120,ARCACHON,+33 5 56 83 45 86,www.mimosas-hotel.com,,,,,-1.155583,44.658157
Hôtel,2 étoiles,Hôtel Marinette,15 allée José Maria de Hérédia,,33120,ARCACHON,+33 5 56 83 06 67,www.hotel-marinette.com,,,,,-1.169087,44.655315
Hôtel,2 étoiles,Le Yatt-Hôtel,253 boulevard de la Côte d'Argent,Le Moulleau,33120,ARCACHON,+33 5 57 72 03 72,www.yatt-hotel.com,,,Qualité Tourisme,,-1.201618,44.641315
Hôtel,3 étoiles,Hôtel de la Plage,10 avenue Nelly Deganne,,33120,ARCACHON,+33 5 56 83 06 23,www.hotelarcachon.com,,,,,-1.163495,44.66172
Hôtel,3 étoiles,Hôtel de Lamartine,28 avenue de Lamartine,,33120,ARCACHON,+33 5 56 83 95 77,www.hotel-lamartine.com,,,,,-1.16721,44.66141
Hôtel,3 étoiles,Hôtel Les Buissonnets,12 avenue Louis Garros,Le Moulleau,33120,ARCACHON,+33 5 56 54 00 83,www.hotel-buissonnets.com,,,,,-1.200407,44.640602
Hôtel,3 étoiles,Hôtel Le Nautic,20 boulevard de la Plage,,33120,ARCACHON,+33 5 56 83 01 48,www.lenautic.fr,Inter Hôtels,,Qualité Tourisme,,-1.148723,44.65733
Hôtel,3 étoiles,Grand Hôtel Richelieu,185 boulevard de la Plage,,33120,ARCACHON,+33 5 56 83 16 50,www.grand-hotel-richelieu.com,,,,,-1.168292,44.6625
Hôtel,3 étoiles,Hôtel du Parc,5-7 avenue du Parc,,33120,ARCACHON,+33 5 56 83 10 58,www.hotelduparc-arcachon.com,,,,,-1.189559,44.650906
Hôtel,3 étoiles,Hôtel Le Dauphin,7 avenue Gounod,,33120,ARCACHON,+33 5 56 83 02 89,www.dauphin-arcachon.com,,,,,-1.159993,44.65928
Hôtel,3 étoiles,Roc Hôtel,200-202 boulevard de la Plage,,33120,ARCACHON,+33 5 57 72 48 48,www.roc-hotel.fr/,,,,,-1.164562,44.6627
Hôtel,3 étoiles,Le B d'Arcachon,4 rue du Professeur Jolyet,,33120,ARCACHON,+33 5 56 83 99 91,www.parkinn.fr,,,La Clef Verte,,-1.163772,44.663177
Hôtel,3 étoiles,Hôtel Aquamarina,82 boulevard de la Plage,,33120,ARCACHON,+33 5 56 83 67 70,www.aquamarina.fr,Choice Hotel,,Qualité Tourisme,,-1.153784,44.660133
Hôtel,4 étoiles,Hôtel Point France,1 rue Grenier,,33120,ARCACHON,+33 5 56 83 46 74,www.hotel-point-france.com,,,Qualité Tourisme,,-1.166914,44.66284
Hôtel,4 étoiles,Arc-Hôtel sur Mer,89 boulevard de la Plage,,33120,ARCACHON,+33 5 56 83 06 85,www.arc-hotel-sur-mer.com,Les Pieds dans l'Eau,,,,-1.156259,44.661285
Hôtel,Non classé,Hôtel Le Provence,106 boulevard de la Plage,,33120,ARCACHON,+33 5 56 83 10 78,,,,,,-1.15616,44.66124
Hôtel - Restaurant,2 étoiles,Hôtel Orange Marine,35-37 boulevard Chanzy,,33120,ARCACHON,+33 5 57 52 00 80,www.hotel-orange-marine.fr/,,,,,-1.143573,44.655396
Hôtel - Restaurant,2 étoiles,L'Ostréi,22 avenue de la République,,33120,ARCACHON,+33 5 56 54 05 32,www.ostrei.fr,,,,,-1.1541736,44.657978
Hôtel - Restaurant,3 étoiles,Hôtel Les Vagues,9 boulevard de l'Océan,,33120,ARCACHON,+33 5 56 83 03 75,www.lesvagues.fr,Logis,2 cheminées;2 cocottes,Qualité Tourisme,,-1.18222,44.662838
Hôtel - Restaurant,4 étoiles,Hôtel Les Bains d'Arguin,9 avenue du Parc,,33120,ARCACHON,+33 5 57 72 06 72,www.hotel-bainsdarguin-arcachon.com,,,,,-1.19351,44.650654
Hôtel,2 étoiles,Hôtel La Petite Auberge,21 bis avenue du Port,,33740,ARES,+33 5 56 60 37 81,www.hotel-petite-auberge.com,,,,,-1.1371707,44.764805
Hôtel,3 étoiles,Hôtel Le Grain de Sable,37 avenue de la Libération,,33740,ARES,+33 5 56 60 04 50,www.hotelgraindesable.com,,,,,-1.1340916,44.763844
Hôtel - Restaurant,Non classé,Hôtel Saint-Eloi,11 boulevard de l'Aérium,,33740,ARES,+33 5 56 60 20 46,www.le-saint-eloi.com,,,,,-1.1331689,44.758316
Hôtel,1 étoile,Fasthôtel Bordeaux-Artigues,Avenue de la Prairie,,33370,ARTIGUES-PRES-BORDEAUX,+33 5 56 40 13 30,http://bordeaux.fasthotel.info,Fasthôtel,,,,-0.493587,44.867092
Hôtel,1 étoile,Hôtel Formule 1 Bordeaux Est,Avenue de la Prairie,,33370,ARTIGUES-PRES-BORDEAUX,+33 8 91 70 51 89,www.accorhotels.com/fr/hotel-2471-formule-1-hotelf1-bordeaux-est-artigues/index.shtml,Formule 1,,,,-0.494364,44.867264
Hôtel,Non classé,Hôtel Quick Palace,1 rue de la Blancherie,,33370,ARTIGUES-PRES-BORDEAUX,+33 5 56 32 01 49,www.quickpalace-artigues.com,Quick palace,,,,-0.5031224,44.852932
Hôtel - Restaurant,3 étoiles,Campanile Bordeaux Est Artigues,Avenue de la Prairie,,33370,ARTIGUES-PRES-BORDEAUX,+33 5 56 32 73 32,www.campanile-bordeaux-est-artigues.fr,Campanile,,,,-0.494364,44.867264
Hôtel - Restaurant,3 étoiles,Hôtel Kyriad Libourne Saint-Emilion,Le Port du Noyer,8 route de Jourdan,33500,ARVEYRES,+33 5 57 51 41 41,www.kyriad-libourne-saint-emilion.fr/fr/index.aspx,Kyriad,,Qualité Tourisme,,-0.231506,44.918026
Hôtel,3 étoiles,Hôtel Le Clos de Meyre,16 route de Castelnau,,33480,AVENSAN,+33 5 56 58 22 84,www.chateaumeyre.com,Châteaux et Hôtels Collection,,,,-0.771113,45.032257
Hôtel - Restaurant,Non classé,Hôtel Orland,11 rue Chateaubriand,,33530,BASSENS,+33 5 56 06 27 15,,,,,,-0.5122,44.9022
Hôtel - Restaurant,3 étoiles,Domaine de Fompeyre,Route de Mont de Marsan,,33430,BAZAS,+33 5 56 25 98 00,www.cerise-hotels-resorts.com,Châteaux Demeures de Tradition et Grandes Etapes des Vignobles,,,,-0.2145767,44.425873
Hôtel,Non classé,Hôtel Rollan de By,3 rue du Haut Condissas,,33340,BEGADAN,+33 5 56 41 27 75,www.hotelrollandeby.com,Logis,3 cheminées,,,-0.8785066,45.3746
Hôtel - Restaurant,3 étoiles,Hôtel Wilson,Quai du Président Wilson,3 rue Marcel Sembat,33130,BEGLES,+33 5 56 49 43 00,www.hotel-wilson-begles.com,,,,,-0.536554,44.816017
Hôtel - Restaurant,Non classé,Hôtel La Cabane,42 route de Bordeaux,,33830,BELIN-BELIET,+33 5 56 88 82 56,www.hotel-restaurant-lacabane.fr,,,,,-0.792097,44.534237
Hôtel,2 étoiles,Hôtel du Delta,25 bis avenue de la Côte d'Argent,,33380,BIGANOS,+33 5 56 82 62 84,www.hoteldudelta.com,Logis,2 cheminées,Qualité Tourisme,,-0.966768,44.63841
Hôtel - Restaurant,Non classé,Hôtel de France,99 avenue de la Libération,,33380,BIGANOS,+33 5 56 82 61 08,,,,,,-0.9786361,44.64416
Hôtel,4 étoiles,Hôtel Château Grattequina,Avenue de Labarde,,33290,BLANQUEFORT,+33 5 56 35 76 76,www.grattequina.com,,,,,-0.562584,44.92361
Hôtel - Restaurant,3 étoiles,Hostellerie Les Criquets,130 avenue du 11 Novembre,,33290,BLANQUEFORT,+33 5 56 35 09 24,www.lescriquets.com,,,,,-0.626836,44.91546
Hôtel,1 étoile,Au Bon Accueil,77 cours Bacalan,,33390,BLAYE,+33 5 57 42 12 98,www.hotel-au-bon-accueil.fr,,,,,-0.6586372,45.119488
Hôtel - Restaurant,3 étoiles,Hôtel La Citadelle,Place d'Armes,,33390,BLAYE,+33 5 57 42 17 10,www.hotellacitadelle.com,Logis,3 cheminées;3 cocottes,,,-0.666897,45.12793
Hôtel - Restaurant,Non classé,Auberge du Porche,5 rue Ernest Regnier,,33390,BLAYE,+33 5 57 42 22 69,www.auberge-du-porche.fr,,,Tables et Auberges de France,,-0.6615829,45.122837
Hôtel,1 étoile,Hôtel Saint-Rémi,34 rue Saint-Rémi,,33000,BORDEAUX,+33 5 56 48 55 48,http://hotelsaintremi.fr,,,,,-0.572021,44.841328
Hôtel,1 étoile,Hôtel Formule 1 Bordeaux Ville,50 rue Emile Henriot,Quai de la Souys,33100,BORDEAUX,+33 8 91 70 51 93,www.accorhotels.com/fr/hotel-2419-formule-1-hotelf1-bordeaux-ville/index.shtml,Formule 1,,,,-0.540071,44.833153
Hôtel,2 étoiles,Acanthe Hôtel,12 rue Saint-Rémi,,33000,BORDEAUX,+33 5 56 81 66 58,www.acanthe-hotel-bordeaux.com,,,,,-0.571136,44.841408
Hôtel,2 étoiles,Aquitain Hôtel,47 rue Eugène Le Roy,,33800,BORDEAUX,+33 5 56 33 60 00,www.aquitain-hotel.com,,,,,-0.5588762,44.82626
Hôtel,2 étoiles,Hôtel de France,7 rue Franklin,,33000,BORDEAUX,+33 5 56 48 24 11,www.hotel-france-bordeaux.fr,,,,,-0.578231,44.842247
Hôtel,2 étoiles,Hôtel de l'Opéra,35 rue Esprit des Lois,,33000,BORDEAUX,+33 5 56 81 41 27,www.hotel-bordeaux-centre.com/hotel-opera.php,,,,,-0.573166,44.843033
Hôtel,2 étoiles,Hôtel des Voyageurs,3 bis avenue Thiers,,33100,BORDEAUX,+33 5 56 86 18 00,www.hoteldesvoyageurs.net,,,,,-0.558942,44.840725
Hôtel,2 étoiles,Hôtel du Faisan,28 rue Charles Domerq,,33800,BORDEAUX,+33 5 56 91 54 52,www.hoteldufaisan.fr,,,,,-0.555472,44.829002
Hôtel,2 étoiles,Hôtel du Théâtre,10 rue de la Maison-Daurade,,33000,BORDEAUX,+33 5 56 79 05 26,www.hotel-du-theatre.com,,,,,-0.574289,44.841805
Hôtel,2 étoiles,Hôtel Gambetta,66 rue Porte Dijeaux,,33000,BORDEAUX,+33 5 56 51 21 83,www.hotel-gambetta.com,,,,,-0.578657,44.840775
Hôtel,2 étoiles,Hôtel La Porte Dijeaux,4 rue Bouffard,,33000,BORDEAUX,+33 5 56 81 85 01,www.hotel-porte-dijeaux.com,,,,,-0.580174,44.841
Hôtel,2 étoiles,Hôtel Le Dauphin,82 rue du Palais Gallien,,33000,BORDEAUX,+33 5 56 52 24 62,www.coalachr.com,,,,,-0.581713,44.84442
Hôtel,2 étoiles,Hôtel Régina,34 rue Charles Domercq,,33800,BORDEAUX,+33 5 56 91 66 07,www.hotelreginabordeaux.com,,,,,-0.555472,44.829002
Hôtel,2 étoiles,Hôtel Stars Bordeaux Gare,34 rue de Tauzia,,33800,BORDEAUX,+33 5 56 94 59 00,http://bordeauxgare.starshotels.fr,Hôtel Star,,,,-0.558949,44.829384
Hôtel,2 étoiles,Hôtel Notre Dame,36 rue Notre Dame,,33000,BORDEAUX,+33 5 56 52 88 24,www.hotelnotredame.free.fr,,,Famille Plus,,-0.571583,44.851357
Hôtel,2 étoiles,Citôtel Le Chantry,155 rue Georges Bonnac,,33000,BORDEAUX,+33 5 56 24 08 88,www.chantry-bordeaux.com,Citotel,,Famille Plus;Qualité Tourisme,Handicap auditif;Handicap mental;Handicap moteur,-0.58997,44.83851
Hôtel,2 étoiles,Etap Hôtel Bordeaux Bastide,26 allée Serr,,33100,BORDEAUX,+33 8 92 70 02 61,www.etaphotel.com/fr/hotel-6312-etap-hotel-etap-hotel-bordeaux-centre/index.shtm,Etap Hotel,,,,-0.559552,44.84272
Hôtel,2 étoiles,Etap Hôtel Bordeaux Saint-Jean,60 rue Eugène le Roy,,33800,BORDEAUX,+33 8 92 70 02 39,www.etaphotel.com/fr/hotel-5067-etap-hotel-bordeaux-gare-saint-jean/index.shtml,Etap Hotel,,,,-0.559515,44.82665
Hôtel,2 étoiles,Etap Hôtel Bordeaux-Lac,Rue du Petit Barail,Quartier du Lac,33300,BORDEAUX,+33 5 56 39 06 42,www.etaphotel.com/fr/hotel-3085-etap-hotel-bordeaux-le-lac/index.shtml,Etap Hotel,,,,-0.564512,44.89042
Hôtel,3 étoiles,Hôtel Clémenceau,4 cours Georges Clémenceau,,33000,BORDEAUX,+33 5 56 52 98 98,www.hotel-bordeaux-clemenceau.com,,,,,-0.579825,44.84207
Hôtel,3 étoiles,Hôtel Continental,10 rue Montesquieu,,33000,BORDEAUX,+33 5 56 52 66 00,www.hotel-le-continental.com,,,,,-0.578615,44.84242
Hôtel,3 étoiles,All Seasons Bordeaux Saint-Jean,68-78 rue de Tauzia,,33800,BORDEAUX,+33 5 56 91 55 50,www.all-seasons-hotels.com/fr/hotel-7576-all-seasons-bordeaux-saint-jean/index.shtml,All Seasons,,,,-0.558841,44.829315
Hôtel,3 étoiles,La Maison du Lierre,57 rue Huguerie,,33000,BORDEAUX,+33 5 56 51 92 71,www.maisondulierre.com,Logis,2 cheminées,,,-0.580984,44.844433
Hôtel,3 étoiles,Hôtel de la Tour Intendance,14/16 rue de la Vieille Tour,,33000,BORDEAUX,+33 5 56 44 56 56,www.hotel-tour-intendance.com,Qualys Hôtel,,,,-0.579735,44.841152
Hôtel,3 étoiles,Hôtel Ibis Bordeaux Centre Gare Saint-Jean,19 quai de Paludate,,33800,BORDEAUX,+33 5 56 94 25 25,www.ibishotel.com/fr/hotel-1561-ibis-bordeaux-centre-gare-saint-jean/index.shtml,Ibis,,Qualité Tourisme,Handicap mental;Handicap moteur,-0.551768,44.82778
Hôtel,3 étoiles,Hôtel Majestic,2 rue de Condé,,33000,BORDEAUX,+33 5 56 52 60 44,www.hotel-majestic.com,,,,,-0.573183,44.843136
Hôtel,3 étoiles,Best Western Bordeaux "Bayonne Etche-Ona",15 cours de l'Intendance,4 rue Martignac et 11 rue Mautrec,33000,BORDEAUX,+33 5 56 48 00 88,www.bordeaux-hotel.com,Best Western,,,,-0.575833,44.842014
Hôtel,3 étoiles,Hôtel des Quatre Soeurs,6 cours du XXX Juillet,,33000,BORDEAUX,+33 5 57 81 19 20,www.hotel-bordeaux-centre.com/hotel-quatre-soeurs.php,,,Famille Plus,,-0.5745,44.8435
Hôtel,3 étoiles,Best Western Royal Saint-Jean,15 rue Charles Domercq,,33800,BORDEAUX,+33 5 56 91 72 16,www.amarys-bordeaux.com,Best Western,,Famille Plus,,-0.555472,44.829002
Hôtel,3 étoiles,Best Western Grand Hôtel Français,12 rue du Temple,,33000,BORDEAUX,+33 5 56 48 10 35,www.bestwestern.fr/fr/hotel-Bordeaux,Best-Western-Grand-Hotel-Francais,93281,Best Western,,Famille Plus;Eco-label Européen,,-0.577999,44.841293
Hôtel,3 étoiles,Quality Hôtel Sainte-Catherine,27 rue du Parlement Sainte-Catherine,,33000,BORDEAUX,+33 5 56 81 95 12,www.choicehotels.fr/bordeaux-hotel-quality-FR160-fr?cid=469328,Choice Hotel,,Qualité Tourisme,,-0.57407,44.840515
Hôtel,3 étoiles,Hôtel l'Avant-Scène,36 rue Borie,,33300,BORDEAUX,+33 5 57 29 25 39,www.lavantscene.fr,,,,,-0.5693543,44.854378
Hôtel,4 étoiles,Hôtel de Normandie,7/9 cours du XXX Juillet,,33000,BORDEAUX,+33 5 56 52 16 80,www.hotel-de-normandie-bordeaux.com,,,,,-0.5746,44.8441
Hôtel,4 étoiles,Hôtel de Sèze,23 allées de Tourny,,33000,BORDEAUX,+33 5 56 14 16 16,www.hotel-de-seze.com,,,Famille Plus,,-0.5763,44.8447
Hôtel,4 étoiles,Hôtel Seeko'o,54 quai de Bacalan,,33300,BORDEAUX,+33 5 56 39 07 07,www.seekoo-hotel.com,,,,Handicap mental;Handicap moteur,-0.557036,44.85879
Hôtel,Non classé,Hôtel Balzac,14 rue Lafaurie Monbadon,,33000,BORDEAUX,+33 5 56 81 85 12,,,,,,-0.58,44.8453
Hôtel,Non classé,Hôtel Choiseul,13 rue Huguerie,,33000,BORDEAUX,+33 5 56 52 71 24,www.hotelchoiseul.com,,,,,-0.579024,44.844738
Hôtel,Non classé,Hôtel La Cour Carrée,5 rue de Lurbe,,33000,BORDEAUX,+33 5 57 35 00 00,www.lacourcarree.fr,,,,,-0.579864,44.843338
Hôtel,Non classé,Touring Hôtel,16 rue Huguerie,,33000,BORDEAUX,+33 5 56 81 56 73,www.hoteltouring.fr,,,,,-0.579271,44.844696
Hôtel,Non classé,Hôtel de la Presse,6 rue Porte Dijeaux,,33000,BORDEAUX,+33 5 56 48 53 88,www.hoteldelapresse.com,,,,,-0.577196,44.840885
Hôtel - Restaurant,2 étoiles,Etap Hôtel Bordeaux Centre,37 cours du Maréchal Juin,,33000,BORDEAUX,+33 5 56 90 10 00,www.etaphotel.com/fr/hotel-2576-etap-hotel-etap-hotel-bordeaux-centre/index.shtm,Etap Hotel,,,,-0.584894,44.83556
Hôtel - Restaurant,3 étoiles,Hôtel California,22 rue Charles Domercq,,33800,BORDEAUX,+33 5 56 91 17 25,www.hotelcalifornia-bordeaux.com,,,,,-0.575,44.8431
Hôtel - Restaurant,3 étoiles,Campanile Bordeaux Nord Le Lac,Cours Charles Bricaud,Quartier du Lac,33300,BORDEAUX,+33 5 56 39 54 54,www.campanile-bordeaux-lelac.com,Campanile,,,,-0.56363,44.891167
Hôtel,3 étoiles,Hôtel Le Vignoble,3 quai Albert Pichon,,33250,PAUILLAC,+33 5 56 59 01 20,www.hoteldefrance-angleterre.com,Logis,3 cheminées;2 cocottes,,,-0.745115,45.19711
Hôtel - Restaurant,2 étoiles,Hôtel de France & d'Angleterre,3 quai Albert Pichon,,33250,PAUILLAC,+33 5 56 59 01 20,www.hoteldefrance-angleterre.com,Logis,2 cheminées;2 cocottes,,,-0.7453421,45.197784
Hôtel - Restaurant,4 étoiles,Château Cordeillan-Bages,Route des Châteaux,B.P. 79,33250,PAUILLAC,+33 5 56 59 24 24,www.cordeillanbages.com,Relais et Châteaux,,,,-0.7512331,45.18869
Hôtel - Restaurant,Non classé,Hôtel Le Yachting,12 quai Léon Perrier,Port de Plaisance,33250,PAUILLAC,05 56 59 06 43,,,,,,-0.745679,45.19858
Hôtel,1 étoile,Hôtel Première Classe Bordeaux Sud Pessac Becquerel,4 bis avenue Antoine Becquerel,,33600,PESSAC,+33 5 56 36 83 34,www.premiere-classe-bordeaux-sud-pessac-becquerel.fr,Première Classe,,,,-0.6463086,44.78809
Hôtel,2 étoiles,Hôtel Chantafred,263 avenue Pasteur,,33600,PESSAC,+33 5 56 36 27 38,www.hotel-chantafred.com,,,,,-0.6626129,44.798767
Hôtel - Restaurant,1 étoile,Hôtel Première Classe Bordeaux Sud Pessac Bersol,7 rue Thomas Edison,Zone industrielle Bersol 2,33600,PESSAC,+33 8 92 70 71 41,www.premiere-classe-bordeaux-sud-pessac-bersol.fr,Première Classe,,,,-0.630386,44.80583
Hôtel - Restaurant,3 étoiles,Campanile Bordeaux Sud Pessac,1 avenue Marcel Dassault,Zone Industrielle,33600,PESSAC,+33 5 56 36 18 56,www.campanile-bordeaux-sud-pessac.fr,Campanile,,Qualité Tourisme,,-0.653192,44.78459
Hôtel - Restaurant,3 étoiles,Hôtel Ibis Bordeaux Pessac,8 avenue Antoine Becquerel,Parc Industriel,33600,PESSAC,+33 5 56 07 27 84,www.ibishotel.com/fr/hotel-0850-ibis-bordeaux-pessac/index.shtml,Ibis,,Qualité Tourisme,,-0.646042,44.787918
Hôtel - Restaurant,4 étoiles,Holiday Inn Bordeaux Sud Pessac,10 avenue Antoine Becquerel,,33600,PESSAC,+33 5 56 07 59 59,www.holiday-inn.com/pessac,Holiday Inn,,,,-0.6465625,44.7884
Hôtel - Restaurant,3 étoiles,Hostellerie du Château de Roques,Roques,,33570,PUISSEGUIN,+33 5 57 74 55 69,www.hostelleriederoques.com,Logis,2 cheminées;2 cocottes,Qualité Tourisme,,-0.069709,44.94638
Hôtel,2 étoiles,Hôtel Ttiki Etchea,2 place Louis-Gaume,,33115,PYLA-SUR-MER,+33 5 56 22 71 15,www.hotel-ttiki-etchea.com,,,,,-1.2071764,44.606373
Hôtel - Restaurant,Non classé,Hôtel Côte du Sud,4 avenue du Figuier,,33115,PYLA-SUR-MER,+33 5 56 83 25 00,www.cote-du-sud.fr,,,,,-1.2035232,44.632435
Hôtel - Restaurant,Non classé,Hôtel La Co(o)rniche,46 avenue Louis Gaume,,33115,PYLA-SUR-MER,+33 5 56 22 72 11,www.lacoorniche-pyla.com,,,,,-1.210062,44.602036
Hôtel - Restaurant,Non classé,Hôtel La Guitoune,95 boulevard de l'Océan,,33115,PYLA-SUR-MER,+33 5 56 22 20 00,www.laguitoune.com,,,,,-1.2022304,44.629818
Hôtel - Restaurant,Non classé,Hôtel des Vieux Acacias,Rue du Docteur Donèche,,33340,QUEYRAC,+33 5 56 59 80 63,www.hotel-vieuxacacias.com,,,,,-0.977955,45.361538
Hôtel - Restaurant,3 étoiles,Hôtel Pavillon de Saint-Aubin,Lieu-dit Le Hiou,Route de Picot,33160,SAINT-AUBIN-DE-MEDOC,+33 5 56 95 98 68,www.thierry-arbeau.com,,,,,-0.7432937,44.907257
Hôtel - Restaurant,2 étoiles,Hostellerie du Château Semens,3 Semens,,33540,SAINT-BRICE,+33 5 56 61 73 74,www.hostellerie-semens.com,,,,Handicap mental;Handicap moteur,-0.1435733,44.70289
Hôtel - Restaurant,Non classé,Hôtel La Closerie des Vignes,Village des Arnauds,,33710,SAINT-CIERS-DE-CANESSE,+33 5 57 64 81 90,www.hotel-restaurant-gironde.com,,,Tables et Auberges de France,,-0.603478,45.09914
Hôtel - Restaurant,2 étoiles,Le Grand Hôtel,117-119 rue de la République,,33220,SAINTE-FOY-LA-GRANDE,+33 5 57 46 00 08,www.grandhotelstefoy.com,,,,,0.218868,44.84229
Hôtel,2 étoiles,Auberge de la Commanderie,2 rue Porte Brunet,,33330,SAINT-EMILION,+33 5 57 24 70 19,www.aubergedelacommanderie.com,,,,,-0.154883,44.892963
Hôtel,3 étoiles,Hôtel Ibis Saint-Emilion,Route de Castillon,,33330,SAINT-EMILION,+33 5 57 25 25 07,www.ibishotel.com/fr/hotel-8510-ibis-bordeaux-st-emilion/index.shtml,Ibis,,,,-0.1953506,44.89261
Hôtel,3 étoiles,Hôtel Le Logis des Remparts,18 rue Guadet,,33330,SAINT-EMILION,+33 5 57 24 70 43,www.logisdesremparts.com,,,,,-0.1550316,44.893692
Hôtel - Restaurant,3 étoiles,Hôtel Palais Cardinal,Place du 11 Novembre 1918,,33330,SAINT-EMILION,+33 5 57 24 72 39,www.palais-cardinal.com,,,,,-0.155282,44.895878
Hôtel - Restaurant,4 étoiles,Hôtel Château Grand Barrail,Route de Libourne,D 243,33330,SAINT-EMILION,+33 5 57 55 37 00,www.grand-barrail.com,Small Luxury Hotel,,,,-0.19241,44.909107
Hôtel - Restaurant,5 étoiles,Hostellerie de Plaisance,5 place du Clocher,,33330,SAINT-EMILION,+33 5 57 55 07 55,www.hostelleriedeplaisance.com,Relais et Châteaux,,,,-0.155808,44.893887
Hôtel - Restaurant,3 étoiles,Château de Sanse,,,33350,SAINTE-RADEGONDE,+33 5 57 56 41 10,www.chateaudesanse.com,,,,,0.05527496,44.799133
Hôtel - Restaurant,Non classé,Hôtel Château Pomys,Route de Poumeys-Leyssac,,33180,SAINT-ESTEPHE,+33 5 56 59 73 44,www.chateaupomys.com,,,,,-0.7854366,45.242622
Hôtel,Non classé,Hôtel Au Vieux Logis,92 avenue de la République,B.P. 21,33450,SAINT-LOUBES,+33 5 56 78 92 99,www.hotel-vieux-logis-33.fr,,,,,-0.426605,44.916927
Hôtel - Restaurant,2 étoiles,Hôtel Le Coq Sauvage,71 avenue du Port,Cavernes,33450,SAINT-LOUBES,+33 5 56 20 41 04,http://hotel-restaurant-coqsauvage.com,,,,,-0.438506,44.931206
Hôtel - Restaurant,Non classé,Hôtel Les Feuilles d'Acanthe,5 rue de l'Eglise,6 rue Carnot,33490,SAINT-MACAIRE,+33 5 56 62 33 75,www.feuilles-dacanthe.fr,,,,,-0.2268344,44.56487
Hôtel - Restaurant,2 étoiles,Hôtel Saint Clément,5 rue de la République,,33230,SAINT-MEDARD-DE-GUIZIERES,+33 5 57 69 60 14,http://hotel-restaurant-st-clement.com,Logis,1 cheminée;2 cocottes,,,-0.05373,45.014954
Hôtel,3 étoiles,Ibis Styles Bordeaux Saint-Médard,1 avenue de la Boétie,,33160,SAINT-MEDARD-EN-JALLES,+33 5 56 99 11 11,http://ibisstyleshotel.ibis.com/fr/hotel-7208-ibis-styles-bordeaux-saint-medard/index.shtml,Ibis,,,,-0.7076519,44.897896
Hôtel - Restaurant,2 étoiles,Hôtel Les Bruyères,85 avenue Blaise Pascal,Issac,33160,SAINT-MEDARD-EN-JALLES,+33 5 56 05 32 24,www.lesbruyeres.fr,,,,,-0.773711,44.895817
Hôtel - Restaurant,Non classé,Hôtel Napoléon,214 rue Georges Clémenceau,,33160,SAINT-MEDARD-EN-JALLES,+33 5 56 05 03 63,,,,,,-0.728898,44.887154
Hôtel - Restaurant,Non classé,Hôtel La Renaissance,67 route de Saint-Malo,,33390,SAINT-SEURIN-DE-CURSAC,+33 5 57 42 94 28,www.larenaissance33.com,Logis,1 cheminée;2 cocottes,,,-0.631634,45.15598
Hôtel - Restaurant,Non classé,Château Isabeau de Naujan,Domaine de Naujan,,33420,SAINT-VINCENT-DE-PERTIGNAS,+33 5 57 55 14 30,www.domaine-de-naujan.com,,,,,-0.111667,44.798653
