TYPES_DE_PRODUITS,STATUT,AOC,RAISON_SOCIALE,ADRESSE,ADRESSE_SUITE,CODE_POSTAL,COMMUNE,TELEPHONE,SITE_WEB,MARQUES_ET_LABELS,TOURISME_ET_HANDICAP,LONGITUDE,LATITUDE
Vins,Coopérative,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Bordeaux Clairet,Alliance Bourg (Cave d'Aubie-Espessas),4 rue du Puyfaure,,33240,AUBIE-ET-ESPESSAS,+33 5 57 43 16 07,www.alliancebourg.com,Vignobles et Chais en Bordelais,,-0.3946387,45.015846
Vins,Producteur,Haut-Médoc,Château de Villegeorge,Chemin de la Tuilerie,,33480,AVENSAN,+33 5 57 88 84 23,www.marielaurelurton.com,Vignobles et Chais en Bordelais,,-0.7516202,45.03757
Vins,Producteur,Graves,Château Lusseau,6 route de Lusseau,,33640,AYGUEMORTE-LES-GRAVES,+33 5 56 67 01 67,www.chateaulusseau.com,Vignobles et Chais en Bordelais,,-0.4842352,44.691822
Vins,Producteur,Sauternes,Château Caillou,,,33720,BARSAC,+33 5 56 27 16 38,www.chateaucaillou.com,Vignobles et Chais en Bordelais,,-0.339137,44.59305
Vins,Producteur,Sauternes,Château Closiot,,,33720,BARSAC,+33 5 56 27 05 92,www.closiot.com,Vignobles et Chais en Bordelais,,-0.3216558,44.590523
Vins,Producteur,Barsac;Sauternes,Château Coutet,,,33720,BARSAC,+33 5 56 27 15 46,www.chateaucoutet.com,Vignobles et Chais en Bordelais,,-0.3261566,44.594868
Vins,Producteur,Barsac,Château de Rolland,3 château de Rolland,,33720,BARSAC,+33 5 56 27 15 02,www.chateauderolland.com,Vignobles et Chais en Bordelais,,-0.3084862,44.597435
Vins,Producteur,Sauternes;Barsac,Château Dudon,Dudon,,33720,BARSAC,+33 5 56 27 29 38,www.chateau-dudon.fr,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.324011,44.59954
Vins,Producteur,Sauternes;Barsac,Château Gravas,,,33720,BARSAC,+33 5 56 27 06 91,www.chateau-gravas.fr,Vignobles et Chais en Bordelais,,-0.331693,44.59305
Vins,Producteur,Barsac;Sauternes;Graves,Château Jany,27 rue de la Gare,,33720,BARSAC,+33 5 56 27 03 26,www.chateaujany.fr,Vignobles et Chais en Bordelais,,-0.3191238,44.603508
Vins,Producteur,Sauternes;Barsac,Château Liot,,,33720,BARSAC,+33 5 56 27 15 31,www.chateauliot.com,Vignobles et Chais en Bordelais,,-0.335021,44.588326
Vins,Producteur,Barsac;Sauternes;Cérons;Graves,Château Piada,1 Château Piada,,33720,BARSAC,+33 5 56 27 16 13,www.chateau-piada.com,Vignobles et Chais en Bordelais,,-0.319458,44.59059
Vins,Producteur,Sauternes;Graves,Château Simon,7 Simon,,33720,BARSAC,+33 5 56 27 15 35,www.chateausimon.fr,Vignobles et Chais en Bordelais,,-0.320933,44.598476
Vins,Producteur,Premières Côtes de Bordeaux;Cadillac;Bordeaux;Bordeaux Clairet;Crémant de Bordeaux,Château Melin-Constantin,595 Constantin,,33880,BAURECH,+33 5 56 21 34 71,www.vignobles-modet.com,Vignobles et Chais en Bordelais,,-0.425787,44.730747
Vins,Producteur,Côtes de Bourg;Bordeaux Rosé,Château Falfas,,,33710,BAYON-SUR-GIRONDE,+33 5 57 64 80 41,www.chateaufalfas.com,Vignobles et Chais en Bordelais,,-0.568206,45.060852
Vins,Producteur,Côtes de Bourg;Bordeaux Clairet,Château Lamblin,25 bis Plisseau,,33710,BAYON-SUR-GIRONDE,+33 5 57 64 96 05,http://chateau-lamblin.com,Vignobles et Chais en Bordelais,,-0.61134,45.05766
Vins,Producteur,Graves,Château Couloumey,12 route des Landes,,33640,BEAUTIRAN,+33 5 56 67 66 65,www.chateau-couloumey.fr,Vignobles et Chais en Bordelais,,-0.461694,44.698105
Vins,Producteur,Graves,Château Le Tuquet,,,33640,BEAUTIRAN,+33 5 56 20 21 23,,Vignobles et Chais en Bordelais,,-0.4737,44.69212
Vins,Producteur,Médoc,Château Garance Haut Grenat,14 route de la Reille,,33340,BEGADAN,+33 5 56 41 37 61,http://garance-haut-grenat.over-blog.com,Vignobles et Chais en Bordelais,,-0.893274,45.356377
Vins,Producteur,Médoc,Château La Tour de By,5 route de la Tour de By,,33340,BEGADAN,+33 5 56 41 50 03,www.latourdeby.com,Vignobles et Chais en Bordelais,,-0.893274,45.356377
Vins,Producteur,Médoc,Château Rollan de By,,,33340,BEGADAN,+33 5 56 41 58 59,www.rollandeby.com,Vignobles et Chais en Bordelais,,-0.893274,45.356377
Vins,Producteur,Médoc,Château Vieux Robin,3 route des Anguilleys,,33340,BEGADAN,+33 5 56 41 50 64,www.chateau-vieux-robin.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,Handicap auditif;Handicap mental;Handicap visuel,-0.893274,45.356377
Vins,Coopérative,Médoc,Les Vignerons d'Uni-Médoc / Cave Saint-Jean,2 route de Canissac,,33340,BEGADAN,+33 5 56 41 50 13,www.unimedoc.com,Vignobles et Chais en Bordelais,,-0.893274,45.356377
Vins,Producteur,Bordeaux Rosé;Bordeaux;Graves;Premières Côtes de Bordeaux;Bordeaux Clairet,Château Les Hauts de Palette,4 bis chemin de Palette,,33410,BEGUEY,+33 5 56 62 94 85,www.zebordeaux.com,Vignobles et Chais en Bordelais,,-0.3197939,44.645393
Vins,Producteur,Castillon Côtes de Bordeaux,Château de Castegens,,,33350,BELVES-DE-CASTILLON,+33 5 57 47 96 71,www.castegens.com,Vignobles et Chais en Bordelais,,-0.047323,44.84318
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Rosé,Château Loumède-David,Loumède,,33390,BERSON,+33 5 57 64 31 94,,Vignobles et Chais en Bordelais,,-0.631634,45.15598
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Clairet;Crémant de Bordeaux;Bordeaux Rosé,Château Pinet La Roquette,4 Pinet,,33390,BERSON,+33 5 57 42 64 05,www.pinetlaroquette.fr,Vignobles et Chais en Bordelais,,-0.590931,45.114117
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux;Côtes de Bourg;Bordeaux Supérieur;Bordeaux Rosé;Crémant de Bordeaux,Domaine Florimond-la-Brède,,,33390,BERSON,+33 5 57 64 39 07,www.vignobleslouismarinier.com,Vignobles et Chais en Bordelais,,-0.586374,45.108673
Vins,Producteur,Bordeaux Supérieur;Bordeaux Clairet;Bordeaux;Bordeaux Rosé,Château La France,,,33750,BEYCHAC-ET-CAILLAU,+33 5 57 55 24 10,www.chateaulafrance.com,Vignobles et Chais en Bordelais,,-0.371618,44.8706
Vins,Groupements de producteur,Bordeaux;Bordeaux Supérieur;Bordeaux Clairet;Bordeaux Rosé;Crémant de Bordeaux,Planète Bordeaux,1 route de Pasquina,RN 89 - Sortie n°5,33750,BEYCHAC-ET-CAILLAU,+33 5 57 97 19 20;+33 5 56 97 19 38,www.planete-bordeaux.fr,Vignobles et Chais en Bordelais,Handicap mental;Handicap moteur,-0.3998637,44.87473
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,SCEA Roche,Domaine de la Grave,11 route de Perriche,33750,BEYCHAC-ET-CAILLAU,+33 5 56 72 41 28,www.vignobleroche.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.402981,44.87019
Vins,Producteur,Médoc,Château Tour Haut Caussan,27 bis rue de Verdun,,33340,BLAIGNAN,+33 5 56 09 00 77,www.tourhautcaussan.com,Vignobles et Chais en Bordelais,,-0.880461,45.322388
Vins,Producteur,Haut-Médoc,Château Dillon,Rue Arlot de Saint Saud,,33290,BLANQUEFORT,+33 5 56 95 39 94,www.chateau-dillon.com,Vignobles et Chais en Bordelais,,-0.63761,44.920006
Vins,Producteur,Haut-Médoc,Château Saint Ahon,57 rue Saint Ahon,Caychac,33290,BLANQUEFORT,+33 5 56 35 06 45,www.saintahon.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.630238,44.92436
Vins,Producteur,Bordeaux;Bordeaux Rosé;Bordeaux Supérieur;Entre-deux-Mers;Saint-Emilion,Domaine de Grand Homme,Vignobles Bertrand Benoit,,33540,BLASIMON,+33 5 56 71 84 21,www.domainedegrandhomme.com,Vignobles et Chais en Bordelais,,-0.105477,44.744
Vins,Groupements de producteur,Blaye Côtes de Bordeaux;Côtes de Blaye;Blaye,Maison du Vin de Blaye,11 cours Vauban,,33390,BLAYE,+33 5 57 42 91 19,www.vin-blaye.com,Vignobles et Chais en Bordelais,,-0.663386,45.12678
Vins,Producteur,Sauternes,Château La Tour Blanche,,,33210,BOMMES,+33 5 57 98 02 73,www.tour-blanche.com,Vignobles et Chais en Bordelais,,-0.34803,44.54301
Vins,Producteur,Sauternes,Château Lamourette,,,33210,BOMMES,+33 5 56 76 63 58,,Vignobles et Chais en Bordelais,,-0.259755,44.53664
Vins,Producteur,Sauternes,Clos Haut Peyraguey,,,33210,BOMMES,+33 5 56 76 61 53,www.closhautpeyraguey.com,Vignobles et Chais en Bordelais,,-0.339208,44.545807
Vins,Producteur,Sauternes,Domaine de Carbonnieu,6 Les Chons,,33210,BOMMES,+33 5 56 76 64 48,www.domainedecarbonnieu.com,Vignobles et Chais en Bordelais,,-0.345927,44.56358
Vins,Négociant,Margaux;Saint-Julien;Pauillac;Saint-Estèphe;Haut-Médoc;Médoc;Moulis ou Moulis-en-Médoc;Listrac-Médoc;Pomerol;Lalande-de-Pomerol;Saint-Emilion Grand Cru;Saint-Georges-Saint-Emilion;Graves;Pessac-Léognan;Sauternes,"Millésima, la Cave et l'Ecole du Vin",87 quai de Paludate,,33000,BORDEAUX,+33 5 57 80 88 50,www.millesima.com,Vignobles et Chais en Bordelais,,-0.549454
Vins,Producteur,Côtes de Bourg;Bordeaux Supérieur;Bordeaux Rosé,Château de Croûte,3 route de Croûte,,33710,BOURG,+33 5 57 68 82 86,www.chateau-de-croute.fr,Vignobles et Chais en Bordelais,,-0.545632,45.036343
Vins,Producteur,Côtes de Bourg;Bordeaux Rosé,Château de La Grave,1 La Grave,,33710,BOURG,+33 5 57 68 41 49,www.chateaudelagrave.com,Vignobles et Chais en Bordelais,,-0.560088,45.039734
Vins,Producteur,Côtes de Bourg,Château du Bousquet,,,33710,BOURG,+33 5 57 68 40 53,www.castel-freres.com,Vignobles et Chais en Bordelais,,-0.568206,45.060852
Vins,Producteur,Côtes de Bourg,Château La Croix Davids,57 rue Valentin Bernard,,33710,BOURG,+33 5 57 94 03 94,www.chateau-la-croix-davids.com,Vignobles et Chais en Bordelais,,-0.557992,45.03994
Vins,Groupements de producteur,Côtes de Bourg,Maison des Vins des Côtes de Bourg,1 place de l'Éperon,,33710,BOURG,+33 5 57 94 80 20;+33 5 57 68 22 28,www.cotes-de-bourg.com;www.achat-vins-bordeaux.com,Vignobles et Chais en Bordelais,,-0.5557,45.040703
Vins,Producteur,Graves,Château de Budos,Les Marots,,33720,BUDOS,+33 5 56 62 51 64,www.chateau-de-budos.fr,Vignobles et Chais en Bordelais,,-0.389707,44.537807
Vins,Producteur,Pessac-Léognan,Château Bardins,124 avenue de Toulouse,,33140,CADAUJAC,+33 5 56 30 78 01,http://chateaubardins.fr.gd,Vignobles et Chais en Bordelais,,-0.549467,44.754158
Vins,Producteur,Pessac-Léognan,Château Baulos-Charmes,655 rue Laroche,,33140,CADAUJAC,+33 5 56 30 98 44,www.baulos-charmes.com,Vignobles et Chais en Bordelais,,-0.540568,44.735264
Vins,Producteur,Pessac-Léognan,Château Bouscaut,1477 avenue de Toulouse,,33140,CADAUJAC,+33 5 57 83 12 27,www.chateau-bouscaut.com,Vignobles et Chais en Bordelais,,-0.55068,44.745983
Vins,Groupements de producteur,Premières Côtes de Bordeaux;Cadillac;Cadillac Côtes de Bordeaux,Musée de la vigne et du vin - La Closière,104-106 rue Cazeaux-Cazalet,,33410,CADILLAC,+33 5 57 98 19 20,www.cadillaccotesdebordeaux.com,Vignobles et Chais en Bordelais,,-0.318445,44.63532
Vins,Producteur,Bordeaux;Bordeaux Supérieur;Bordeaux Rosé;Bordeaux Clairet,Château de Camarsac,30 route de Bergerac,,33750,CAMARSAC,+33 9 63 24 16 29,www.camarsac.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.3800879,44.830173
Vins,Producteur,Bordeaux;Bordeaux Clairet;Cadillac Côtes de Bordeaux,Domaine de Saint-Amand,Lieu-dit Saint-Amand,,33880,CAMBES,+33 5 56 74 05 63,www.domainedesaintamand.fr,Vignobles et Chais en Bordelais,Handicap mental;Handicap moteur;Handicap visuel,-0.4575,44.740833
Vins,Producteur,Premières Côtes de Bordeaux;Bordeaux Clairet;Cadillac Côtes de Bordeaux,Château Brethous,28 chemin du Jonc,,33360,CAMBLANES-ET-MEYNAC,+33 5 56 20 77 76,www.brethous.com,Vignobles et Chais en Bordelais,,-0.4747295,44.772392
Vins,Producteur,Premières Côtes de Bordeaux;Bordeaux Rosé,Château Courtade-Dubuc,22 chemin du Jonc,,33360,CAMBLANES-ET-MEYNAC,+33 5 56 20 77 07,www.courtade-dubuc.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.474372,44.77175
Vins,Producteur,Pessac-Léognan,Château de Rouillac,12 chemin du 20 Août 1949,,33610,CANEJAN,+33 5 57 12 84 63,www.chateauderouillac.com,Vignobles et Chais en Bordelais,,-0.660785,44.764133
Vins,Producteur,Margaux,Château Brane-Cantenac,,,33460,CANTENAC,+33 5 57 88 83 33,www.brane-cantenac.com,Vignobles et Chais en Bordelais,,-0.654215,45.02862
Vins,Producteur,Margaux,Château Desmirail,28 avenue de la Vème République,,33460,CANTENAC,+33 5 57 88 34 33,www.desmirail.com,Vignobles et Chais en Bordelais,,-0.654215,45.02862
Vins,Producteur,Margaux,Château Kirwan,,,33460,CANTENAC,+33 5 57 88 71 00,www.chateau-kirwan.com,Vignobles et Chais en Bordelais,,-0.6576347,45.027042
Vins,Producteur,Margaux,Château La Tour de Bessan,Route d'Arsac,,33460,CANTENAC,+33 5 56 58 22 01,www.marielaurelurton.com,Vignobles et Chais en Bordelais,,-0.67932,45.020786
Vins,Producteur,Margaux,Château Prieuré Lichine,34 avenue de la 5ème République,,33460,CANTENAC,+33 5 57 88 36 28,www.prieure-lichine.fr,Vignobles et Chais en Bordelais,,-0.654215,45.02862
Vins,Producteur,Cadillac Côtes de Bordeaux;Cadillac;Bordeaux Clairet;Bordeaux,Château du Grand Mouëys,242 route de Créon,,33550,CAPIAN,+33 5 57 97 04 43,www.grandmoueys.com,Vignobles et Chais en Bordelais,,-0.3444385,44.73454
Vins,Producteur,Premières Côtes de Bordeaux;Entre-deux-Mers;Cadillac;Bordeaux;Bordeaux Rosé,Château Lagrange,,,33550,CAPIAN,+33 5 56 72 15 96,www.vignobleslacoste.fr,Vignobles et Chais en Bordelais,,-0.3277015,44.74783
Vins,Producteur,Premières Côtes de Bordeaux;Cadillac;Bordeaux;Bordeaux Rosé;Crémant de Bordeaux,Château du Payre,13 Le Vic,,33410,CARDAN,+33 5 56 62 60 91,www.chateau-du-payre.fr,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.3238041,44.67697
Vins,Négociant,Bordeaux,Maison Ginestet,19 avenue de Fontenille,B.P. 4,33360,CARIGNAN-DE-BORDEAUX,+33 5 56 68 81 82,www.ginestet.fr,Vignobles et Chais en Bordelais,,-0.494299,44.80744
Vins,Producteur,Blaye Côtes de Bordeaux;Côtes de Bourg;Bordeaux Rosé;Crémant de Bordeaux;Bordeaux Supérieur,Château Barbé,,,33390,CARS,+33 5 57 64 32 43,www.bayle-carreau.com,Vignobles et Chais en Bordelais,,-0.631634,45.15598
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Rosé,Château Chante Alouette La Roseraie,,,33390,CARS,+33 5 57 64 36 09,www.chantealouette-laroseraie-lerimensac.com,Vignobles et Chais en Bordelais,,-0.631634,45.15598
Vins,Producteur,Sauternes,Château Voigny,70 rue de la République,,33210,PREIGNAC,+33 5 56 63 28 29,www.chateauvoigny.com,Vignobles et Chais en Bordelais,,-0.299353,44.5874
Vins,Producteur,Sauternes;Graves,Clos Dady,Château les Remparts,,33210,PREIGNAC,+33 5 56 62 20 01,www.clos-dady.com,Vignobles et Chais en Bordelais,,-0.32215,44.57055
Vins,Producteur,Côtes de Bourg;Bordeaux;Bordeaux Rosé,Château de la Brunette,1 port d'Espeau,,33710,PRIGNAC-ET-MARCAMPS,+33 5 57 43 58 23,www.chateaudelabrunette.com,Vignobles et Chais en Bordelais,,-0.492572,45.032764
Vins,Coopérative,Côtes de Bourg;Blaye Côtes de Bordeaux;Bordeaux Supérieur;Bordeaux Rosé;Bordeaux;Bordeaux Clairet,Alliance Bourg (Union des Producteurs de Pugnac),18 Bellevue,,33710,PUGNAC,+33 5 57 68 81 01,www.alliancebourg.com,Vignobles et Chais en Bordelais,,-0.495854,45.074406
Vins,Producteur,Puisseguin-Saint-Emilion,Château de Môle,Durand,,33570,PUISSEGUIN,+33 5 57 74 60 86,www.chateau-de-mole.fr,Vignobles et Chais en Bordelais,,-0.0712394,44.93473
Vins,Producteur,Puisseguin-Saint-Emilion,Château de Puisseguin Curat,1 lieu-dit Curat,,33570,PUISSEGUIN,+33 5 57 74 51 06,www.chateau-de-puisseguin-curat-new.fr,Vignobles et Chais en Bordelais,,-0.0691366,44.924156
Vins,Producteur,Puisseguin-Saint-Emilion;Lussac-Saint-Emilion;Castillon Côtes de Bordeaux,Château de Roques,2 Roques,,33570,PUISSEGUIN,+33 5 57 74 69 56,www.scea-chateau-de-roques.com,Vignobles et Chais en Bordelais,,-0.0709819,44.94676
Vins,Producteur,Castillon Côtes de Bordeaux,Château Des Faures,6 Le Faure,,33570,PUISSEGUIN,+33 5 57 40 61 07,www.chateaudesfaures.com,Vignobles et Chais en Bordelais,,-0.0342464,44.94208
Vins,Producteur,Puisseguin-Saint-Emilion;Lussac-Saint-Emilion;Bordeaux Supérieur,Château Durand-Laplagne,,,33570,PUISSEGUIN,+33 5 57 74 63 07,www.durand-laplagne.com,Vignobles et Chais en Bordelais,,-0.0549745,44.94852
Vins,Producteur,Puisseguin-Saint-Emilion;Bordeaux Rosé;Castillon Côtes de Bordeaux,Château Guibeau,,,33570,PUISSEGUIN,+33 5 57 55 22 75,www.vignobleshenribourlon.com,Vignobles et Chais en Bordelais,,-0.0519704,44.942596
Vins,Producteur,Puisseguin-Saint-Emilion,Château Roc de Bernon,Bernon Ouest,,33570,PUISSEGUIN,+33 5 57 74 53 42,www.chateau-roc-de-bernon.com,Vignobles et Chais en Bordelais,,-0.071341,44.933933
Vins,Producteur,Castillon Côtes de Bordeaux,Clos Védélago,10 route de Saint-Emilion,,33570,PUISSEGUIN,+33 6 77 22 11 05,www.clos-vedelago.fr,Vignobles et Chais en Bordelais,,-0.0781702,44.928104
Vins,Coopérative,Puisseguin-Saint-Emilion;Lussac-Saint-Emilion;Castillon Côtes de Bordeaux;Montagne-Saint-Emilion;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Les Vignerons de Puisseguin Lussac-Saint-Emilion,Lieu-dit Durand,,33570,PUISSEGUIN,+33 5 57 55 50 40,www.puisseguin-lussac.com,Vignobles et Chais en Bordelais,,-0.069004,44.936077
Vins,Producteur,Sauternes;Graves,Château Cherchy-Commarque,Le Blanc,,33210,PUJOLS-SUR-CIRON,+33 5 57 31 00 89,www.chateaucherchy.com,Vignobles et Chais en Bordelais,,-0.337696,44.577305
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Crémant de Bordeaux,Château Vilatte,5 Vilatte,,33660,PUYNORMAND,+33 5 57 49 77 60,www.chateauvilatte.com,Vignobles et Chais en Bordelais,,0.00447928,44.98395
Vins,Producteur,Médoc,Château Saint-Hilaire,13 route de la Rivière,,33340,QUEYRAC,+33 5 56 59 80 88,www.chateau-st-hilaire.com,Vignobles et Chais en Bordelais,,-0.975818,45.362976
Vins,Coopérative,Médoc,Les Vignerons d'Uni-Médoc / Cave de Saint-Roch,27 Chemin de la Cave,,33340,QUEYRAC,+33 5 56 59 83 36,www.unimedoc.com,Vignobles et Chais en Bordelais,,-0.975818,45.362976
Vins,Coopérative,Bordeaux;Bordeaux Clairet;Bordeaux Rosé;Crémant de Bordeaux;Bordeaux Supérieur;Premières Côtes de Bordeaux,Cave Coopérative de Quinsac,89 Le Pranzac,,33360,QUINSAC,+33 5 56 20 86 09,www.cave-de-quinsac.com,Vignobles et Chais en Bordelais,,-0.4899215,44.74734
Vins,Coopérative,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Entre-deux-Mers,Caves de Rauzan et Grangeneuve,,,33420,RAUZAN,+33 5 57 84 13 22,www.cave-de-rauzan.fr,Vignobles et Chais en Bordelais,,-0.203915,44.82699
Vins,Producteur,Entre-deux-Mers;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château de l'Aubrade,,,33580,RIMONS,+33 5 56 71 55 10,http://vinslobre.free.fr,Vignobles et Chais en Bordelais,,0.082404,44.65918
Vins,Producteur,Cadillac Côtes de Bordeaux;Premières Côtes de Bordeaux,Château du Broustaret,Le Truilley,,33410,RIONS,+33 5 56 76 93 15,www.broustaret.net,Vignobles et Chais en Bordelais,,-0.2914861,44.666058
Vins,Producteur,Cadillac;Premières Côtes de Bordeaux,Château Salins,9 chemin des Salins,,33410,RIONS,+33 5 56 62 92 09,http://chateausalins.monsite.wanadoo.fr,Vignobles et Chais en Bordelais,,-0.3482852,44.66262
Vins,Producteur,Graves,Château de Respide,Pavillon de Boyrein,,33210,ROAILLAN,+33 5 56 63 24 24,www.chateau-de-respide.com,Vignobles et Chais en Bordelais,,-0.279035,44.51645
Vins,Coopérative,Bordeaux;Bordeaux Rosé;Bordeaux Supérieur;Entre-deux-Mers;Crémant de Bordeaux;Bordeaux Clairet,Cave de Grangeneuve,Grangeneuve,,33760,ROMAGNE,+33 5 57 34 57 59,www.cavederauzan.com,Vignobles et Chais en Bordelais,,-0.2071753,44.755966
Vins,Producteur,Bordeaux Supérieur;Bordeaux Rosé;Bordeaux,Château Les Maubats,3 Joussaumes Nord,,33580,ROQUEBRUNE,+33 5 56 61 68 36,www.chateau-les-maubats.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,Handicap auditif;Handicap mental;Handicap moteur;Handicap visuel,0.001944,44.62849
Vins,Producteur,Bordeaux Clairet;Bordeaux Supérieur;Bordeaux,Château Belrose Moncaillou,Route de Camblanes,174 RD 14,33670,SADIRAC,+33 5 56 30 68 10,www.chateaubelrose-moncaillou.fr,Vignobles et Chais en Bordelais,Handicap mental;Handicap moteur;Handicap visuel,-0.3776234,44.767784
Vins,Producteur,Fronsac;Canon-Fronsac,Château Puy Guilhem,,,33141,SAILLANS,+33 5 57 84 32 08,,Vignobles et Chais en Bordelais,,-0.2719438,44.962006
Vins,Producteur,Fronsac;Bordeaux;Bordeaux Rosé,Château Chadenne,,,33126,SAINT-AIGNAN,+33 5 57 24 93 10,www.chateauchadenne.com,Vignobles et Chais en Bordelais,,-0.3006219,44.94925
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Côtes de Bourg,Château Jacquet,185 route de Bourg,,33240,SAINT-ANDRE-DE-CUBZAC,+33 5 57 43 20 71,www.chateau-jacquet.com,Vignobles et Chais en Bordelais,,-0.4561632,44.99598
Vins,Producteur,Bordeaux,Château La Lagune de Mercey,2215 route de Libourne,,33240,SAINT-ANDRE-DE-CUBZAC,+33 5 57 43 93 97,www.chateaulalagunedemercey.com,Vignobles et Chais en Bordelais,,-0.4088008,44.982544
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château L'Insoumise,360 chemin du Peyrot,,33240,SAINT-ANDRE-DE-CUBZAC,+33 5 57 43 17 82,www.chateaulinsoumise.com,Vignobles et Chais en Bordelais,,-0.4654115,45.00118
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château Peneture,505 chemin de l'Estalot,,33240,SAINT-ANDRE-DE-CUBZAC,+33 5 57 43 16 53,,Vignobles et Chais en Bordelais,,-0.437023,44.981033
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château Saincrit,555 chemin du Peuy,,33240,SAINT-ANDRE-DE-CUBZAC,+33 6 07 16 47 53,www.chateau-saincrit.com;www.saincrit.com,Vignobles et Chais en Bordelais,,-0.4553559,45.000694
Vins,Producteur,Côtes de Bordeaux Saint-Macaire;Bordeaux Supérieur;Bordeaux Rosé;Bordeaux,Château Perayne,,,33490,SAINT-ANDRE-DU-BOIS,+33 5 57 98 16 20,www.chateau-perayne.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.1767146,44.607784
Vins,Producteur,Bordeaux;Sainte-Foy Bordeaux,Château Côtes de Caris,Les Caris,,33220,SAINT-ANDRE-ET-APPELLES,+33 5 57 46 42 84,www.cotesdescaris.com,Vignobles et Chais en Bordelais,,0.196326,44.817158
Vins,Producteur,Sainte-Foy Bordeaux;Bordeaux,Château des Chapelains,,,33220,SAINT-ANDRE-ET-APPELLES,+33 5 57 41 21 74,www.chateaudeschapelains.com,Vignobles et Chais en Bordelais,,0.21603584,44.803032
Vins,Producteur,Sainte-Foy Bordeaux;Bordeaux;Bordeaux Clairet,Château Grand Montet,Le Montet,,33220,SAINT-ANDRE-ET-APPELLES,+33 5 57 46 10 23,www.chateaugrandmontet.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,0.192526,44.80685
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux,Château Haut Bourcier,Le Coudonneau,,33390,SAINT-ANDRONY,+33 5 57 64 43 74,www.chateau-haut-bourcier.com,Vignobles et Chais en Bordelais,,-0.631634,45.15598
Vins,Producteur,Blaye Côtes de Bordeaux;Crémant de Bordeaux,Château des Tourtes,30 Le Bourg,,33820,SAINT-CAPRAIS-DE-BLAYE,+33 5 57 32 65 15,www.chateau-des-tourtes.com,Vignobles et Chais en Bordelais,,-0.538671,45.310818
Vins,Producteur,Premières Côtes de Bordeaux;Bordeaux Clairet;Bordeaux;Cadillac Côtes de Bordeaux,Château La Gontrie,13 chemin de Fosse Ferrière,,33880,SAINT-CAPRAIS-DE-BORDEAUX,+33 5 56 21 34 21,www.chateaulagontrie.net,Vignobles et Chais en Bordelais,,-0.446668,44.74964
Vins,Producteur,Cadillac;Premières Côtes de Bordeaux;Bordeaux Clairet;Bordeaux,Vignobles Courrèges,31 chemin des Vignes,,33880,SAINT-CAPRAIS-DE-BORDEAUX,+33 5 56 21 06 43,www.vignoblescourreges.fr,Vignobles et Chais en Bordelais,,-0.445553,44.754063
Vins,Producteur,Blaye Côtes de Bordeaux;Côtes de Blaye;Blaye,Château Dubraud,,,33920,SAINT-CHRISTOLY-DE-BLAYE,+33 5 57 42 45 30,www.chateau-dubraud.com,Vignobles et Chais en Bordelais,,-0.508768,45.146923
Vins,Producteur,Côtes de Bourg;Bordeaux;Bordeaux Rosé,Château Le Sablard,7 Le Rioux Creux,,33920,SAINT-CHRISTOLY-DE-BLAYE,+33 5 57 42 57 67,,Vignobles et Chais en Bordelais,,-0.507843,45.130634
Vins,Producteur,Blaye Côtes de Bordeaux;Côtes de Bourg,Château Nodot,2 Ravion,,33920,SAINT-CHRISTOLY-DE-BLAYE,+33 5 57 42 50 38,www.chateaunodot.com,Vignobles et Chais en Bordelais,,-0.507908,45.11811
Vins,Producteur,Médoc,Château Saint Christoly,9 rue du 19 mars 1962,,33340,SAINT-CHRISTOLY-MEDOC,+33 5 56 41 82 01,www.chateaustchristoly.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.824664,45.355904
