TYPE,CATEGORIE,RAISON_SOCIALE,ADRESSE,ADRESSE_SUITE_1,ADRESSE_SUITE_2,CODE_POSTAL,COMMUNE,TEL__INFORMATIONS,SITE_WEB,LABEL,CLASSEMENT_LABEL,THEMES_LABEL,TOURISME_ET_HANDICAP,LONGITUDE,LATITUDE
Meublés,Non classé,Meublé Bazinette,50 bis boulevard de l'Union,,,33510,ANDERNOS-LES-BAINS,+33 5 56 87 51 63,,Clévacances,3 clés (Clévacances),,,-1.083709,44.731766
Meublés,Non classé,Atlantic Vacances,42 avenue Jean-Marcel Despagne,,,33510,ANDERNOS-LES-BAINS,+33 5 56 60 33 33,www.atlantic-vacances.com,Clévacances,1 clé (Clévacances),,,-1.0975826,44.748413
Meublés,Non classé,Atlantic Vacances,42 avenue Jean-Marcel Despagne,Saint-Emilion,,33510,ANDERNOS-LES-BAINS,+33 5 56 60 33 33,www.atlantic-vacances.com,Clévacances,1 clé (Clévacances),,,-1.096213,44.749714
Meublés,Non classé,Atlantic Vacances,42 avenue Jean-Marcel Despagne,Saint-Emilion,,33510,ANDERNOS-LES-BAINS,+33 5 56 60 33 33,www.atlantic-vacances.com,Clévacances,1 clé (Clévacances),,,-1.0975826,44.748413
Meublés,Non classé,Atlantic Vacances,42 avenue Jean-Marcel Despagne,Saint-Emilion,,33510,ANDERNOS-LES-BAINS,+33 5 56 60 33 33,www.atlantic-vacances.com,Clévacances,1 clé (Clévacances),,,-1.097612,44.748344
Meublés,Non classé,Square Habitat,11 rue des Chevrefeuilles,,,33510,ANDERNOS-LES-BAINS,+33 5 56 03 96 30,www.aquitaine.squarehabitat.fr,Clévacances,2 clés (Clévacances),,,-1.0812977,44.737972
Meublés,Non classé,Square Habitat,Résidence le Casino,Place Louis David,Appt n°9,33510,ANDERNOS-LES-BAINS,+33 5 56 03 96 30,www.aquitaine.squarehabitat.fr,Clévacances,2 clés (Clévacances),,,-1.102449,44.743538
Meublés,2 étoiles,Résidence Clara,9 allée des Oiseaux,Appt n° 20,,33120,ARCACHON,+33 5 56 20 55 78,,Clévacances,2 clés (Clévacances),,,-1.158180,44.660324
Meublés,2 étoiles,Résidence Port Arcachon,Rue du Capitaine Allègre,Bât. A - Appt 1007,,33120,ARCACHON,+33 5 56 45 24 92,,Clévacances,2 clés (Clévacances),,,-1.146361,44.657482
Meublés,2 étoiles,Meublé Lalanne ,121 cours Desbiey,Côté rue,,33120,ARCACHON,+33 5 56 28 18 52,,Clévacances,2 clés (Clévacances),,,-1.171018,44.659508
Meublés,2 étoiles,Résidence Les Deux Esteys,7/9 boulevard Chanzy,Appt 1,,33120,ARCACHON,+33 5 65 32 65 80;+33 5 65 37 73 10,,Clévacances,2 clés (Clévacances),,,-1.140872,44.653633
Meublés,2 étoiles,Meublé Judde ,3 allée Girardeau,,,33120,ARCACHON,+33 5 56 83 72 41,,Clévacances,2 clés (Clévacances),,,-1.173999,44.655323
Meublés,2 étoiles,Résidence Port Soleil - Entrée B,16 quai du Capitaine Allégre,Appt n° 136,,33120,ARCACHON,+33 5 56 27 11 68,,Clévacances,2 clés (Clévacances),,,-1.144622,44.656837
Meublés,2 étoiles,Meublé Nadal ,44 rue François Legallais,,,33120,ARCACHON,+33 5 53 90 32 45,,Clévacances,2 clés (Clévacances),,,-1.174434,44.66006
Meublés,2 étoiles,Résidence Arguin 2,94 cours Desbiey,Centurion - Appt 408,,33120,ARCACHON,+33 5 57 88 10 99,,Clévacances,2 clés (Clévacances),,,-1.168693,44.65876
Meublés,3 étoiles,Gîte Isalain,Résidence Arcachon Marine,Rue Règue Blanque,Appt K3,33120,ARCACHON,+33 5 57 52 63 64,,Clévacances,3 clés (Clévacances),,,-1.149931,44.654778
Meublés,3 étoiles,Villa Surprise,19 avenue Louis Garros,Le Moulleau,,33120,ARCACHON,+33 1 47 22 80 66,http://villasurprise2.monsite-orange.fr,Clévacances,3 clés (Clévacances),Clévacances affaires,,-1.200449,44.640488
Meublés,3 étoiles,Résidence Eugénie,133 boulevard de la Plage,Appt n° 413,,33120,ARCACHON,+33 5 56 83 09 10,,Clévacances,3 clés (Clévacances),,,-1.164020,44.662548
Meublés,3 étoiles,Meublé Delol ,4 avenue Jean Farges,,,33120,ARCACHON,+33 1 48 89 84 28,,Clévacances,3 clés (Clévacances),,,-1.160927,44.6577
Meublés,3 étoiles,Les Villas de l'Aiguillon,28 boulevard Pierre Loti,appt 5,,33120,ARCACHON,+33 5 57 84 15 35,,Clévacances,3 clés (Clévacances),,,-1.1436724,44.652916
Meublés,3 étoiles,Meublé Lalanne ,121 cours Desbiey,Côté fond,,33120,ARCACHON,+33 5 56 97 81 11,,Clévacances,2 clés (Clévacances),,,-1.171018,44.659508
Meublés,4 étoiles,Résidence Europe ,30 avenue du Général de Gaulle,Résidence Europe - RDC droite,,33120,ARCACHON,+33 6 09 71 74 54,,Clévacances,3 clés (Clévacances),,,-1.1648726,44.660076
Meublés,Non classé,Meublé Chassan ,240 boulevard de la Côte d'Argent,Résidence Les Jardins du Moulleau,Le Moulleau,33120,ARCACHON,+33 5 33 48 27 64,,Clévacances,3 clés (Clévacances),,,-1.20168,44.64108
Meublés,Non classé,Meublé Grosset ,121 bis cours Desbiey,,,33120,ARCACHON,+33 5 56 37 48 58,,Clévacances,2 clés (Clévacances),,,-1.171018,44.659508
Meublés,Non classé,Résidence la Grand Voile,52 boulevard de la Plage,Appt n° 1107,,33120,ARCACHON,+33 5 55 39 96 07,,Clévacances,2 clés (Clévacances),,,-1.1521321,44.658802
Meublés,Non classé,Résidence Baccara - Appt n° 42,7 avenue Nelly Deganne,,,33120,ARCACHON,+33 5 56 07 28 14,,Clévacances,2 clés (Clévacances),,,-1.163714,44.662067
Meublés,Non classé,Villa Bacon,3 allée Sully,Appt n° 6,,33120,ARCACHON,+33 5 56 86 47 83,,Clévacances,3 clés (Clévacances),,,-1.1692000,44.6528
Meublés,Non classé,Meublé Leuger ,26 rue Saint-Elme,,,33120,ARCACHON,+33 5 56 54 94 73,,Clévacances,2 clés (Clévacances),,,-1.152806,44.651466
Meublés,2 étoiles,Meublé Migues ,20 bis rue Pasteur,,,33740,ARES,+33 5 56 60 18 58,,Clévacances,2 clés (Clévacances),,,-1.136734,44.762943
Meublés,2 étoiles,Meublé Chenais ,Les Hauts d'Arès,26, avenue Toulouse Lautrec,,33740,ARES,+33 5 57 70 72 63,www.efeemer.franceserv.com,Clévacances,2 clés (Clévacances),,,-1.1232950,44.764874
Meublés,2 étoiles,Meublé Videau,9 rue Brémontier,,,33740,ARES,+33 5 56 60 24 38,,Clévacances,2 clés (Clévacances),,,-1.136344,44.770233
Meublés,2 étoiles,Atlantic Vacances,rue des Ecoles,N° 1,,33740,ARES,+33 5 56 60 33 33,www.atlantic-vacances.com,Clévacances,1 clé (Clévacances),,,-1.139080,44.76373
Meublés,2 étoiles,Atlantic Vacances,rue des Ecoles,N° 2,,33740,ARES,+33 5 56 60 33 33,www.atlantic-vacances.com,Clévacances,1 clé (Clévacances),,,-1.1389609,44.763515
Meublés,2 étoiles,Atlantic Vacances,rue des Ecoles,N° 3,,33740,ARES,+33 5 56 60 33 33,www.atlantic-vacances.com,Clévacances,1 clé (Clévacances),,,-1.1389609,44.763515
Meublés,2 étoiles,Meublé Peral ,40 rue du XIV Juillet,,,33740,ARES,+33 5 56 60 30 07,,Clévacances,2 clés (Clévacances),,,-1.1403883,44.767185
Meublés,2 étoiles,Square Habitat,Résidence du Chenal,18 rue des Abberts,Maison B04,33740,ARES,+33 5 56 03 96 30,www.aquitaine.squarehabitat.fr,Clévacances,2 clés (Clévacances),,,-1.1433693,44.771225
Meublés,Non classé,Meublé Thurm,63 route de Bordeaux,,,33740,ARES,+33 1 45 46 53 91;+33 5 58 85 29 05,,Clévacances,2 clés (Clévacances),,,-1.126720,44.769325
Meublés,Non classé,Meublé Villeneuve ,10 rue Cavaley,,,33740,ARES,+33 5 56 09 48 34,,Clévacances,2 clés (Clévacances),,,-1.135457,44.761845
Meublés,Non classé,Square Habitat,13 rue Brémontier,,,33740,ARES,+33 5 56 03 96 30,www.aquitaine.squarehabitat.fr,Clévacances,2 clés (Clévacances),,,-1.1388548,44.770176
Meublés,Non classé,Square Habitat,4 rue Diego Velasquez,,,33740,ARES,+33 5 56 03 96 30,www.aquitaine.squarehabitat.fr,Clévacances,2 clés (Clévacances),,,-1.127476,44.768806
Meublés,Non classé,Square Habitat,8 avenue Toulouse Lautrec,,,33740,ARES,+33 5 56 03 96 30,www.aquitaine.squarehabitat.fr,Clévacances,2 clés (Clévacances),,,-1.1280289,44.768047
Meublés,Non classé,Square Habitat,9 rue des Girolles,,,33740,ARES,+33 5 56 03 96 30,www.aquitaine.squarehabitat.fr,Clévacances,2 clés (Clévacances),,,-1.1385869,44.77203
Meublés,3 étoiles,Meublé Gondat ,7 allée de la Haille,Le Gravier,,33460,ARSAC,+33 5 49 21 34 35,,Clévacances,2 clés (Clévacances),,,-0.682579,44.99201
Meublés,2 étoiles,Meublé Dornon ,36 rue de Comprian,,,33980,AUDENGE,+33 5 56 26 81 47,,Clévacances,2 clés (Clévacances),,,-1.008725,44.67459
Meublés,Non classé,Gîte Bleurette,,,,33790,AURIOLLES,+33 5 56 61 48 63,www.gite-bleurette.com,Clévacances,3 clés (Clévacances),,,0.032676,44.737953
Meublés,3 étoiles,Maison Desbarrats,Lieu dit Desbarrats,Lieu dit Desbarrats,,33880,BAURECH,+33 5 56 67 07 85,,Clévacances,3 clés (Clévacances),,,-0.421119,44.73501
Meublés,3 étoiles,Villa Baurech,649 route de Bordeaux,,,33880,BAURECH,+33 5 56 78 75 09,www.lavillabaurech.com,Clévacances,3 clés (Clévacances),,,-0.4659979,44.73276
Meublés,Non classé,Gîte de Bordeaux,64 rue Anatole France,,,33130,BEGLES,+33 6 07 43 19 85,www.gitedebordeaux.com,Clévacances,2 clés (Clévacances),,,-0.5582453,44.811493
Meublés,Non classé,La Brousteleyre,2 La Goilane,Appt n° 2,,33760,BELLEFOND,+33 5 56 23 41 30,www.labrousteleyre.fr,Clévacances,3 clés (Clévacances),,,-0.1815962,44.762306
Meublés,Non classé,La Brousteleyre,2 la Goilane,Appt n° 3,,33760,BELLEFOND,+33 5 56 23 41 30,www.labrousteleyre.fr,Clévacances,3 clés (Clévacances),,,-0.1815962,44.762306
Meublés,2 étoiles,Meublé Lavaud ,44 rue Victor Hugo,,,33380,BIGANOS,+33 5 56 82 63 42,,Clévacances,2 clés (Clévacances),,,-0.981123,44.639984
Meublés,2 étoiles,Résidence Le Montré,4 rue Montesquieu,Appt n° 204,,33000,BORDEAUX,+33 5 57 24 30 28,,Clévacances,2 clés (Clévacances),,,-0.5872690,44.83501
Meublés,2 étoiles,Visit in Bordeaux,29 bis rue du Tondu,Appartement 1er étage,Margaux,33000,BORDEAUX,+33 5 56 31 10 10,www.bordeaux-location-appartement.com,Clévacances,3 clés (Clévacances),Clévacances affaires,,-0.5872690,44.83501
Meublés,2 étoiles,Visit in Bordeaux,29 bis rue du Tondu,Appartement 2nd étage,Saint-Estèphe,33000,BORDEAUX,+33 5 56 31 10 10,www.bordeaux-location-appartement.com,Clévacances,3 clés (Clévacances),Clévacances affaires,,-0.5872690,44.83501
Meublés,2 étoiles,Visit in Bordeaux,29 bis rue du Tondu,Appartement RDC,Médoc,33000,BORDEAUX,+33 5 56 31 10 10,www.bordeaux-location-appartement.com,Clévacances,3 clés (Clévacances),Clévacances affaires,,-0.5872690,44.83501
Meublés,2 étoiles,Visit in Bordeaux,4 rue Blaise Pascal,Saint-Emilion,,33000,BORDEAUX,+33 5 56 31 10 10,www.bordeaux-location-appartement.com,Clévacances,3 clés (Clévacances),Clévacances affaires,,-0.5680252,44.815605
Meublés,3 étoiles,Meublé Fontan ,4 rue Poquelin Molière,Appt 2nd étage gauche,,33000,BORDEAUX,15 148 068 071,,Clévacances,3 clés (Clévacances),Clévacances affaires,,-0.5762465,44.840023
Meublés,Non classé,Les chambres de Saint Augustin,36 ter rue Joseph le Brix,,,33000,BORDEAUX,+33 5 24 18 15 12,www.chambres-hote-bordeaux.com,Clévacances,2 clés (Clévacances),,,-0.6117308,44.831192
Meublés,Non classé,L'Hôtel Particulier,44 rue Vital-Carles,Appt n° 4 - Meublé Camille Julian,Place Camille Julian,33000,BORDEAUX,+33 5 57 88 28 80,www.lhotel-particulier.com,Clévacances,3 clés (Clévacances),,,-0.5779504,44.83887
Meublés,Non classé,Le Mimosa,16 rue des Mimosas,,,33200,BORDEAUX,+33 5 56 97 20 11,,Clévacances,2 clés (Clévacances),,,-0.637289,44.856945
Meublés,Non classé,Meublé Autelin ,3 rue Franklin,Appt 3ème étage,,33000,BORDEAUX,+33 6 80 51 27 93,,Clévacances,3 clés (Clévacances),,,-0.5782681,44.8422
Meublés,Non classé,Résidence Hôtel de Maistre,15 cours de la Martinique,Bâtiment Sauterne,,33000,BORDEAUX,+33 1 42 77 57 98,,Clévacances,3 clés (Clévacances),,,-0.5685424,44.852585
Meublés,Non classé,Visit in Bordeaux,35 rue François Daunes,,,33000,BORDEAUX,+33 5 56 31 10 10,www.bordeaux-location-appartement.com,Clévacances,3 clés (Clévacances),Clévacances affaires,,-0.6032651,44.833992
Meublés,Non classé,Meublé Bouchut ,22 place Pey Berland,,,33000,BORDEAUX,+33 5 56 89 59 09,,Clévacances,3 clés (Clévacances),,,-0.5765354,44.837246
Meublés,Non classé,Meublé Bouchut ,74 cours Georges Clémenceau,Appt 5ème étage droite,,33000,BORDEAUX,+33 5 56 89 59 09,,Clévacances,3 clés (Clévacances),,,-0.5781555,44.8444
Meublés,Non classé,Meublé Hernandez,32 rue Bouffard,Appt 1er étage,,33000,BORDEAUX,+33 5 56 52 72 36,,Clévacances,2 clés (Clévacances),,,-0.5797326,44.839947
Meublés,Non classé,La Bastide,75 rue Reignier,75 rue Reignier,,33100,BORDEAUX,+33 5 57 68 21 20,,Clévacances,2 clés (Clévacances),,,-0.557003,44.840786
Meublés,Non classé,Meublé Lim ,4 rue Lafayette,,,33000,BORDEAUX,+33 5 59 56 43 12,,Clévacances,2 clés (Clévacances),,,-0.5710889,44.843437
Meublés,Non classé,Gîte forestier,Le Bourg,Gîte n° 1,,33113,BOURIDEYS,+ 33 5 56 25 71 57,,Clévacances,2 clés (Clévacances),,,-0.4584002,44.370205
Meublés,Non classé,Gîte forestier,Le Bourg,Gîte n° 2,,33113,BOURIDEYS,+ 33 5 56 25 71 57,,Clévacances,2 clés (Clévacances),,,-0.4584002,44.370205
Meublés,Non classé,Gîte forestier,Le Bourg,Gîte n° 3,,33113,BOURIDEYS,+ 33 5 56 25 71 57,,Clévacances,2 clés (Clévacances),,,-0.4584002,44.370205
Meublés,Non classé,Gîte forestier,Le Bourg,Gîte n° 4,,33113,BOURIDEYS,+ 33 5 56 25 71 57,,Clévacances,2 clés (Clévacances),,,-0.4584002,44.370205
Meublés,Non classé,Gîte forestier,Le Bourg,Gîte n° 5,,33113,BOURIDEYS,+ 33 5 56 25 71 57,,Clévacances,2 clés (Clévacances),,,-0.4584002,44.370205
Meublés,2 étoiles,Gîte de Bobisson,189 lieu dit Bobisson,,,33760,CANTOIS,+33 5 56 23 67 96,www.gitedebobisson-gironde.jimdo.com,Clévacances,2 clés (Clévacances),,,-0.223483,44.695972
Meublés,Non classé,Château du Grand Mouëys,242 route de Créon,,,33550,CAPIAN,+33 6 34 50 87 34,www.grandmoueys.com,Clévacances,2 clés (Clévacances),Clévacances Bacchus,,-0.316965,44.771885
Meublés,Non classé,Château Lagrange,,,,33550,CAPIAN,+33 5 56 72 15 96,www.vignobleslacoste.fr,Clévacances,3 clés (Clévacances),Clévacances Bacchus,,-0.331087,44.711014
Meublés,3 étoiles,Gîte du Malbec,4 bis la Garde,,,33390,SAINT-SEURIN-DE-CURSAC,+33 2 33 04 76 99,www.gitedumalbec.fr,Clévacances,3 clés (Clévacances),Clévacances Bacchus,Handicap auditif;Handicap mental,-0.6317763,45.152973
Meublés,Non classé,Meublé Raynaud ,4 avenue du Général de Gaulle,,,33330,SAINT-SULPICE-DE-FALEYRENS,+33 5 57 22 37 51,,Clévacances,3 clés (Clévacances),,,-0.1926040,44.87716
Meublés,3 étoiles,Château les Donats,Les Donats,,,33920,SAINT-VIVIEN-DE-BLAYE,+33 5 56 40 22 83,,Clévacances,3 clés (Clévacances),,,-0.526314,45.09866
Meublés,3 étoiles,La Maison d'Olivier,14 Peyon,,,33650,SAUCATS,+33 5 57 96 95 83,lamaisondolivier.blogspot.com,Clévacances,3 clés (Clévacances),Clévacances environnement,Handicap auditif;Handicap mental;Handicap moteur;Handicap visuel,-0.6670156,44.67798
Meublés,Non classé,Meublé communal Sauveterre,rue Périchotte,Appt n° 1,,33540,SAUVETERRE-DE-GUYENNE,+33 5 56 71 50 43,,Clévacances,2 clés (Clévacances),,,-0.0864958,44.692165
Meublés,Non classé,Meublé communal Sauveterre,rue Périchotte,Appt n° 2,,33540,SAUVETERRE-DE-GUYENNE,+33 5 56 71 50 43,,Clévacances,2 clés (Clévacances),,,-0.0864958,44.692165
Meublés,Non classé,Meublé communal Sauveterre,rue Périchotte,Appt n° 3,,33540,SAUVETERRE-DE-GUYENNE,+33 5 56 71 50 43,,Clévacances,2 clés (Clévacances),,,--0.086495,44.692165
Meublés,Non classé,Meublé communal Sauveterre,rue Périchotte,Appt n° 4,,33540,SAUVETERRE-DE-GUYENNE,+33 5 56 71 50 43,,Clévacances,2 clés (Clévacances),,,-0.0864958,44.692165
Meublés,2 étoiles,Résidence les Hameaux de l'Amélie,Maison n° 131,l'Amélie,,33780,SOULAC-SUR-MER,+33 6 74 41 19 10;+33 6 82 82 95 53,www.vacances-ocean.com,Clévacances,2 clés (Clévacances),,,-1.1444505,45.484234
Meublés,Non classé,Les Amandielles,2 chemin du Poncet,,,33760,TARGON,+33 5 56 23 44 61,http://lesamandielles.free.fr,Clévacances,3 clés (Clévacances),,,-0.26355,44.73457
Meublés,3 étoiles,Meublé Blasquez ,6 ter route de la Garonne,,,33210,TOULENNE,+33 9 52 42 88 37,,Clévacances,3 clés (Clévacances),Clévacances Bacchus,,-0.270387,44.567333
Meublés,3 étoiles,Domaine de Palot,1 chemin de Pétrus,,,33370,TRESSES,+33 6 08 32 29 68,http://domainedepalot.free.fr,Clévacances,3 clés (Clévacances),,,-0.460809,44.845642
Meublés,Non classé,Domaine de Palot,1 chemin de Pétrus,,,33370,TRESSES,+33 6 08 32 29 68,http://domainedepalot.free.fr,Clévacances,3 clés (Clévacances),Clévacances Bacchus,Handicap auditif;Handicap mental;Handicap moteur,-0.460809,44.845642
Meublés,2 étoiles,La Bergerie,35, avenue Guillaume Payot,Montalivet,,33930,VENDAYS-MONTALIVET,+33 4 73 77 93 13,,Clévacances,2 clés (Clévacances),,,-1.143669,45.381298
Meublés,Non classé,Meublé Sarrazin ,route de Lesparre,,,33930,VENDAYS-MONTALIVET,+33 5 56 41 74 52,,Clévacances,2 clés (Clévacances),,,-1.056566,45.357525
Meublés,Non classé,Meublé Sarrazin ,route de Lesparre,,,33930,VENDAYS-MONTALIVET,+33 5 56 41 74 52,,Clévacances,2 clés (Clévacances),,,-1.056566,45.357525
Meublés,2 étoiles,Meublé Mondon ,6 Goine,,,33240,VERAC,+33 5 57 84 46 14,,Clévacances,2 clés (Clévacances),,,-0.344189,44.99282
Meublés,3 étoiles,Gîtes du Bourg,1 rue Eugène Faivre,Meublé arrière,,33730,VILLANDRAUT,+33 1 46 86 27 70,www.gites-villandraut.sitew.com,Clévacances,3 clés (Clévacances),,,-0.3735566,44.458046
Meublés,3 étoiles,Gîtes du Bourg,1 rue Eugène Faivre,Meublé avant,,33730,VILLANDRAUT,+33 1 46 86 27 70,www.gites-villandraut.sitew.com,Clévacances,3 clés (Clévacances),,,-0.3738915,44.457985
Meublés,Non classé,Meublé Dupouy,27 avenue Edouard Bourlaud,,,33140,VILLENAVE-D'ORNON,+33 9 75 77 00 29,,Clévacances,3 clés (Clévacances),Clévacances affaires,,-0.540023,44.772305
